"opr_date","pnodes_xref","he01","he02","he03","he04","he05","he06","he07","he08","he09","he10","he11","he12","he13","he14","he15","he16","he17","he18","he19","he20","he21","he22","he23","he24","pnodes_xref","node_id","yes_objectid"
2024-02-08,1004944,37.40112,37.80700,37.53055,37.50225,38.11097,46.04174,55.65085,47.52224,18.61398,3.41263,1.00000,-1.16701,-1.00000,-1.45231,0.71809,4.94342,44.08900,58.16931,57.42594,57.46754,56.87762,56.19454,47.04628,45.44857,1004944,TH_SP15_GEN-APND,
2024-02-09,1004944,44.64346,44.21033,44.14201,44.26391,46.05272,60.97214,67.56408,59.36298,32.11171,12.70323,8.09155,4.02659,3.92823,4.22691,4.34125,18.25814,50.28425,59.20562,59.17353,58.82367,58.59100,56.82549,54.61766,47.11110,1004944,TH_SP15_GEN-APND,
2024-02-10,1004944,48.18269,47.50591,46.91705,46.33488,47.19790,48.77135,56.80703,46.43119,9.47956,-5.00000,-8.00000,-11.06727,-12.33515,-12.20454,-9.89902,-4.01473,43.63088,57.39730,57.67022,57.90088,57.76059,57.67638,54.82852,50.72263,1004944,TH_SP15_GEN-APND,
2024-02-11,1004944,49.86017,49.31352,49.10864,48.97088,47.69576,49.32938,49.65348,41.88501,-1.59063,-17.70973,-18.38419,-18.43038,-18.32363,-18.28956,-18.20698,-12.67910,40.83979,52.95464,53.41296,53.32421,53.26699,53.23073,53.19253,52.21830,1004944,TH_SP15_GEN-APND,
2024-02-12,1004944,49.29622,48.11484,47.61448,47.13342,52.28596,56.89320,63.69033,52.18647,20.12263,2.63875,0.43382,0.55643,-0.37404,-0.10813,-0.25981,9.73714,49.43000,63.94301,64.29410,64.21931,63.36704,62.80228,60.26846,53.50171,1004944,TH_SP15_GEN-APND,
2024-02-13,1004944,44.86382,44.87831,44.47626,44.55106,46.61627,52.04505,62.34666,47.16690,24.48015,7.15440,3.72199,2.39119,1.00000,-0.15410,1.06065,10.53525,45.10274,59.55624,58.82532,56.09508,55.70750,55.43808,50.85313,48.81344,1004944,TH_SP15_GEN-APND,
2024-02-14,1004944,45.21622,43.37046,43.05271,43.67706,46.87997,50.92782,58.52807,46.87806,16.00000,-0.43844,-2.94275,-6.52969,-7.01801,-4.87822,-3.86442,5.54000,44.18434,58.67214,59.23174,59.39912,56.61361,56.02000,49.29539,47.14253,1004944,TH_SP15_GEN-APND,
2024-02-15,1004944,43.35996,41.57379,41.01721,42.68990,44.07550,50.00000,57.98158,46.43026,16.98065,-2.50068,-7.73925,-11.83920,-12.99763,-12.95565,-12.92041,-6.50000,38.06771,51.59603,52.66595,50.21225,50.07873,49.71079,44.77194,43.68886,1004944,TH_SP15_GEN-APND,
2024-02-16,1004944,43.75394,43.03602,41.13696,42.86014,44.01028,47.87621,54.56116,40.89585,11.48735,0.99819,-0.35361,-2.65901,-3.02310,-3.43100,-0.41895,15.02000,41.69828,52.68490,52.45319,51.99979,51.85617,51.38837,48.34428,44.58697,1004944,TH_SP15_GEN-APND,
2024-02-17,1004944,45.16002,44.52140,44.07540,44.67220,44.51051,45.00513,45.16004,32.15673,7.97255,-6.17622,-7.17573,-7.24095,-9.99789,-9.91290,-8.62685,-1.93458,43.55556,50.14001,46.98072,45.87285,45.67230,45.46758,44.65903,41.65981,1004944,TH_SP15_GEN-APND,
2024-02-18,1004944,45.60514,42.86433,42.35687,42.34597,42.29239,42.31914,43.70608,32.40530,-1.79596,-15.57681,-17.63818,-18.79704,-18.88443,-19.00000,-17.15773,-4.93497,40.49172,52.64675,52.75161,52.97410,52.83596,52.43433,47.42577,43.10899,1004944,TH_SP15_GEN-APND,
2024-02-19,1004944,45.28454,43.31796,43.08000,43.36929,44.75710,50.00000,51.80330,43.99773,34.89907,32.45834,32.12132,31.74077,30.81513,30.89316,31.92388,35.22373,49.52682,56.77873,57.10472,56.48392,55.78781,54.40285,45.31899,41.90339,1004944,TH_SP15_GEN-APND,
