"asset_xref","schedulingcoordinator_seq","resourcebid_seq","resource_type"
1002921,167872,724430,INTERTIE
1002922,164205,352492,INTERTIE
1002923,141772,544470,INTERTIE
1002924,827577,525961,INTERTIE
1002925,575998,536475,INTERTIE
1002926,575998,405959,INTERTIE
1002927,339577,354441,INTERTIE
1002928,800968,192564,INTERTIE
1002929,588671,983191,INTERTIE
1002930,164205,179126,INTERTIE
1002931,200092,639193,INTERTIE
1002932,318998,831253,INTERTIE
1002933,141772,111805,INTERTIE
1002934,318998,766115,INTERTIE
1002935,137111,796556,INTERTIE
1002936,318998,262439,INTERTIE
1002937,735081,236654,GENERATOR
1002938,187496,187883,GENERATOR
1002939,665097,349760,GENERATOR
1002940,907664,551329,GENERATOR
1002941,245368,953201,INTERTIE
1002942,907664,288916,GENERATOR
1002943,665097,152708,GENERATOR
1002944,194123,630409,GENERATOR
1002945,735081,193259,GENERATOR
1002946,907664,327387,GENERATOR
1002947,187496,765058,GENERATOR
1002948,907664,345120,GENERATOR
1002949,907664,653264,GENERATOR
1002950,907664,119167,GENERATOR
1002951,505359,186384,INTERTIE
1002952,907664,231537,GENERATOR
1002953,105582,882600,GENERATOR
1002954,105582,540235,GENERATOR
1002955,211849,668559,INTERTIE
1002956,137111,118898,INTERTIE
1002957,112785,217879,INTERTIE
1002958,189093,111626,INTERTIE
1002959,137111,106905,INTERTIE
1002960,211849,664192,INTERTIE
1002961,120902,138429,INTERTIE
1002962,211630,138332,INTERTIE
1002963,222949,108237,INTERTIE
1002964,189093,162350,INTERTIE
1002965,137111,649892,INTERTIE
1002966,193932,680227,INTERTIE
1002967,211630,411918,INTERTIE
1002968,165924,348237,GENERATOR
1002969,193932,453340,INTERTIE
1002970,193932,434836,INTERTIE
1002971,211630,425058,INTERTIE
1002972,211630,798778,INTERTIE
1002973,164205,380584,INTERTIE
1002974,167125,190261,INTERTIE
1002975,222949,198661,INTERTIE
1002976,211630,369991,INTERTIE
1002977,115307,252461,INTERTIE
1002978,318998,634632,INTERTIE
1002979,318998,117758,INTERTIE
1002980,222949,323935,INTERTIE
1002981,795476,143604,INTERTIE
1002982,188891,475530,INTERTIE
1002983,339577,293358,INTERTIE
1002984,339577,503088,INTERTIE
1002985,137111,104740,INTERTIE
1002986,900650,143774,INTERTIE
1002987,188169,964935,INTERTIE
1002988,764343,790296,INTERTIE
1002989,764343,126813,INTERTIE
1002990,211849,450127,INTERTIE
1002991,827577,680975,INTERTIE
1002992,200388,125305,INTERTIE
1002993,114882,736178,GENERATOR
1002994,114882,561157,GENERATOR
1002995,114882,996646,INTERTIE
1002996,319525,106051,INTERTIE
1002997,900650,200328,INTERTIE
1002998,114882,525182,INTERTIE
1002999,339577,230833,INTERTIE
1003000,900650,159737,INTERTIE
1003001,139213,202393,INTERTIE
1003002,114882,727017,INTERTIE
1003003,200388,285257,INTERTIE
1003004,167872,678322,INTERTIE
1003005,481829,845753,INTERTIE
1003006,481829,176657,INTERTIE
1003007,318998,412019,INTERTIE
1003008,181874,494627,INTERTIE
1003009,770825,378310,INTERTIE
1003010,318998,102986,INTERTIE
1003011,211849,133003,INTERTIE
1003012,139213,409905,GENERATOR
1003013,194660,504156,INTERTIE
1003014,194660,748879,GENERATOR
1003015,183056,796854,INTERTIE
1003016,505596,611675,INTERTIE
1003017,124591,502321,GENERATOR
1003018,200092,293057,INTERTIE
1003019,124591,493494,GENERATOR
1003020,505359,192661,INTERTIE
1003021,907664,567448,GENERATOR
1003022,124591,138198,GENERATOR
1003023,907664,345187,GENERATOR
1003024,183056,500268,INTERTIE
1003025,124591,220288,GENERATOR
1003026,124591,204764,GENERATOR
1003027,907664,930977,GENERATOR
1003028,907664,404933,GENERATOR
1003029,124591,414772,GENERATOR
1003030,414109,273309,GENERATOR
1003031,211849,170435,INTERTIE
1003032,124591,848625,GENERATOR
1003033,183056,189690,INTERTIE
1003034,124591,655768,GENERATOR
1003035,124591,707260,GENERATOR
1003036,124591,551552,GENERATOR
1003037,124591,713239,GENERATOR
1003038,124591,955118,GENERATOR
1003039,124591,228743,GENERATOR
1003040,115307,683118,INTERTIE
1003041,194660,164021,INTERTIE
1003042,764343,998560,INTERTIE
1003043,211849,946861,INTERTIE
1003044,120902,480426,INTERTIE
1003045,189093,143784,INTERTIE
1003046,900650,363348,INTERTIE
1003047,183056,427079,INTERTIE
1003048,152321,447071,INTERTIE
1003049,164205,964188,INTERTIE
1003050,307817,737046,INTERTIE
1003051,900650,909613,INTERTIE
1003052,900650,164198,INTERTIE
1003053,735081,222849,INTERTIE
1003054,120902,824880,INTERTIE
1003055,167125,161167,INTERTIE
1003056,505359,195068,INTERTIE
1003057,183056,355709,INTERTIE
1003058,167125,257250,INTERTIE
1003059,164205,154570,INTERTIE
1003060,167125,660350,INTERTIE
1003061,303780,911553,INTERTIE
1003062,303780,243527,INTERTIE
1003063,125201,179837,INTERTIE
1003064,211630,940471,INTERTIE
1003065,125201,702302,INTERTIE
1003066,211630,110709,INTERTIE
1003067,190145,498466,INTERTIE
1003068,137111,139452,INTERTIE
1003069,137111,297928,INTERTIE
1003070,723920,102954,INTERTIE
1003071,165846,136663,INTERTIE
1003072,189093,811898,INTERTIE
1003073,245368,125736,INTERTIE
1003074,137111,202857,INTERTIE
1003075,167872,881354,INTERTIE
1003076,167872,464823,INTERTIE
1003077,137111,142887,INTERTIE
1003078,211849,185010,INTERTIE
1003079,505359,149984,INTERTIE
1003080,505359,864113,INTERTIE
1003081,167125,569242,INTERTIE
1003082,164205,679786,INTERTIE
1003083,897276,168787,GENERATOR
1003084,167125,977446,INTERTIE
1003085,115307,985859,INTERTIE
1003086,505596,899085,INTERTIE
1003087,907664,918247,GENERATOR
1003088,164205,378302,INTERTIE
1003089,164205,190569,INTERTIE
1003090,907664,176153,GENERATOR
1003091,211849,335643,INTERTIE
1003092,953747,120844,INTERTIE
1003093,120902,746991,INTERTIE
1003094,200388,871373,INTERTIE
1003095,200388,117508,INTERTIE
1003096,339577,201194,INTERTIE
1003097,200388,166857,INTERTIE
1003098,211630,491018,INTERTIE
1003099,120902,126562,INTERTIE
1003100,242731,258372,INTERTIE
1003101,183056,330845,INTERTIE
1003102,200388,195394,INTERTIE
1003103,141772,741424,INTERTIE
1003104,115307,979411,INTERTIE
1003105,200388,200675,INTERTIE
1003106,242731,756027,INTERTIE
1003107,115307,624082,INTERTIE
1003108,183056,708042,INTERTIE
1003109,725439,710377,GENERATOR
1003110,167872,312641,INTERTIE
1003111,534383,853997,INTERTIE
1003112,907664,151580,GENERATOR
1003113,505359,100754,INTERTIE
1003114,907664,661156,GENERATOR
1003115,944967,177804,INTERTIE
1003116,183056,267799,INTERTIE
1003117,827577,233875,INTERTIE
1003118,146177,242617,GENERATOR
1003119,827577,371350,INTERTIE
1003120,827577,381830,INTERTIE
1003121,534383,363374,INTERTIE
1003122,534383,530989,INTERTIE
1003123,245368,170852,INTERTIE
1003124,222949,154998,INTERTIE
1003125,139213,104477,INTERTIE
1003126,222949,532791,INTERTIE
1003127,160711,895471,INTERTIE
1003128,199285,130559,INTERTIE
1003129,222949,675897,INTERTIE
1003130,222949,128922,INTERTIE
1003131,108923,130295,INTERTIE
1003132,222949,441900,INTERTIE
1003133,211849,887651,INTERTIE
1003134,211849,112078,INTERTIE
1003135,907664,935539,GENERATOR
1003136,211630,172569,INTERTIE
1003137,164205,938397,INTERTIE
1003138,164205,207022,INTERTIE
1003139,795476,202729,INTERTIE
1003140,339340,308258,INTERTIE
1003141,339577,381661,INTERTIE
1003142,163143,414159,INTERTIE
1003143,189093,132102,INTERTIE
1003144,200092,848686,INTERTIE
1003145,245368,744614,INTERTIE
1003146,245368,445375,INTERTIE
1003147,200092,837217,INTERTIE
1003148,245368,737289,INTERTIE
1003149,245368,340485,INTERTIE
1003150,534383,193567,INTERTIE
1003151,200092,162519,INTERTIE
1003152,167872,201001,INTERTIE
1003153,534383,487736,INTERTIE
1003154,189093,415785,INTERTIE
1003155,505359,379793,INTERTIE
1003156,106470,183849,INTERTIE
1003157,795476,134164,INTERTIE
1003158,106470,137971,INTERTIE
1003159,318998,795420,INTERTIE
1003160,171989,485768,LOAD
1003161,318998,122054,INTERTIE
1003162,167125,148373,INTERTIE
1003163,189093,203138,INTERTIE
1003164,827577,142174,INTERTIE
1003165,124591,677970,GENERATOR
1003166,167125,205418,INTERTIE
1003167,141772,507210,INTERTIE
1003168,190145,687606,INTERTIE
1003169,141772,600012,INTERTIE
1003170,211849,160938,INTERTIE
1003171,164205,417447,INTERTIE
1003172,141772,816367,INTERTIE
1003173,141772,650378,INTERTIE
1003174,189093,575740,INTERTIE
1003175,428068,899453,GENERATOR
1003176,167872,143477,INTERTIE
1003177,259501,173553,INTERTIE
1003178,138185,972791,GENERATOR
1003179,146177,185686,GENERATOR
1003180,568199,198934,GENERATOR
1003181,138185,859038,GENERATOR
1003182,985988,800488,GENERATOR
1003183,164388,985335,GENERATOR
1003184,112406,766754,INTERTIE
1003185,138185,413933,GENERATOR
1003186,138185,236070,GENERATOR
1003187,138185,755338,GENERATOR
1003188,138185,775022,GENERATOR
1003189,138185,926753,GENERATOR
1003190,505359,872898,GENERATOR
1003191,138185,158189,GENERATOR
1003192,138185,168234,GENERATOR
1003193,138185,508051,GENERATOR
1003194,211849,932153,GENERATOR
1003195,801800,174158,GENERATOR
1003196,505359,122779,GENERATOR
1003197,138185,350233,GENERATOR
1003198,138185,860506,GENERATOR
1003199,138185,413853,GENERATOR
1003200,505359,177346,GENERATOR
1003201,138185,207459,GENERATOR
1003202,138185,167192,GENERATOR
1003203,138185,889906,GENERATOR
1003204,138185,195456,GENERATOR
1003205,138185,192066,GENERATOR
1003206,138185,193916,GENERATOR
1003207,134463,899453,GENERATOR
1003208,138185,958329,GENERATOR
1003209,138185,392247,GENERATOR
1003210,211849,951689,GENERATOR
1003211,138185,574502,GENERATOR
1003212,146177,883062,GENERATOR
1003213,138185,339227,GENERATOR
1003214,138185,395292,GENERATOR
1003215,138185,472773,GENERATOR
1003216,138185,107718,GENERATOR
1003217,138185,819569,GENERATOR
1003218,138185,784003,GENERATOR
1003219,138185,846936,GENERATOR
1003220,138185,796000,GENERATOR
1003221,138185,930369,GENERATOR
1003222,138185,949522,GENERATOR
1003223,138185,910763,GENERATOR
1003224,138185,258139,GENERATOR
1003225,164388,653256,GENERATOR
1003226,245368,299282,INTERTIE
1003227,146177,370551,GENERATOR
1003228,138185,575140,GENERATOR
1003229,161929,517313,GENERATOR
1003230,138185,901067,GENERATOR
1003231,211849,156192,GENERATOR
1003232,138185,170586,GENERATOR
1003233,161929,193972,GENERATOR
1003234,138185,159405,GENERATOR
1003235,138185,141114,GENERATOR
1003236,907664,779859,GENERATOR
1003237,907664,131759,GENERATOR
1003238,537733,124129,GENERATOR
1003239,907664,194124,GENERATOR
1003240,725439,214666,INTERTIE
1003241,588671,154439,INTERTIE
1003242,211849,248260,INTERTIE
1003243,167125,921967,INTERTIE
1003244,126187,151240,GENERATOR
1003245,167125,193847,INTERTIE
1003246,167125,294019,INTERTIE
1003247,167125,138166,INTERTIE
1003248,143794,122376,GENERATOR
1003249,557776,110840,INTERTIE
1003250,167872,158140,INTERTIE
1003251,648754,606382,GENERATOR
1003252,557776,634341,INTERTIE
1003253,534383,486023,INTERTIE
1003254,418593,709367,INTERTIE
1003255,339577,114773,INTERTIE
1003256,567223,561427,INTERTIE
1003257,189093,397800,INTERTIE
1003258,725439,279536,GENERATOR
1003259,339577,185713,INTERTIE
1003260,318998,515045,INTERTIE
1003261,827577,347632,INTERTIE
1003262,318998,285871,INTERTIE
1003263,167125,103439,INTERTIE
1003264,827577,188007,INTERTIE
1003265,167872,221124,INTERTIE
1003266,827577,838926,INTERTIE
1003267,139213,202643,INTERTIE
1003268,557776,486634,INTERTIE
1003269,138185,592530,GENERATOR
1003270,827577,472802,INTERTIE
1003271,534383,814755,INTERTIE
1003272,138185,157284,GENERATOR
1003273,138185,268090,GENERATOR
1003274,318998,278960,INTERTIE
1003275,131368,133547,GENERATOR
1003276,907664,635474,GENERATOR
1003277,318998,735122,INTERTIE
1003278,138185,202175,GENERATOR
1003279,131368,975528,GENERATOR
1003280,131368,261146,GENERATOR
1003281,131368,180457,GENERATOR
1003282,138185,650097,GENERATOR
1003283,827577,835285,INTERTIE
1003284,131368,115494,GENERATOR
1003285,138185,179088,GENERATOR
1003286,138185,533989,GENERATOR
1003287,138185,857577,GENERATOR
1003288,138185,527926,GENERATOR
1003289,138185,528633,GENERATOR
1003290,112406,412487,INTERTIE
1003291,138185,272786,GENERATOR
1003292,303780,884447,INTERTIE
1003293,139213,207453,GENERATOR
1003294,318998,858656,INTERTIE
1003295,171989,515992,INTERTIE
1003296,139213,177509,GENERATOR
1003297,167872,613627,INTERTIE
1003298,164205,553586,INTERTIE
1003299,120902,872205,INTERTIE
1003300,827577,190770,INTERTIE
1003301,534383,138140,INTERTIE
1003302,900650,102395,INTERTIE
1003303,827577,704081,INTERTIE
1003304,132683,109314,INTERTIE
1003305,339577,603890,INTERTIE
1003306,339577,283801,INTERTIE
1003307,132683,522479,INTERTIE
1003308,735081,372657,INTERTIE
1003309,735081,376833,INTERTIE
1003310,735081,190556,INTERTIE
1003311,735081,155491,INTERTIE
1003312,159517,692581,INTERTIE
1003313,159517,997503,INTERTIE
1003314,339577,199572,INTERTIE
1003315,915306,855527,INTERTIE
1003316,143794,113940,GENERATOR
1003317,194660,105941,INTERTIE
1003318,211849,109052,GENERATOR
1003319,141772,425409,INTERTIE
1003320,900650,945689,INTERTIE
1003321,141772,116196,INTERTIE
1003322,109347,543482,INTERTIE
1003323,106470,214565,INTERTIE
1003324,106470,142919,INTERTIE
1003325,245368,532467,INTERTIE
1003326,109347,187155,INTERTIE
1003327,725439,164427,GENERATOR
1003328,164205,203117,INTERTIE
1003329,167125,123975,INTERTIE
1003330,339577,140033,INTERTIE
1003331,985834,573019,INTERTIE
1003332,567223,669648,INTERTIE
1003333,167872,297871,INTERTIE
1003334,245368,103896,INTERTIE
1003335,112406,325942,INTERTIE
1003336,665097,887115,GENERATOR
1003337,124591,897509,GENERATOR
1003338,665097,207958,GENERATOR
1003339,665097,966687,GENERATOR
1003340,211630,236582,INTERTIE
1003341,665097,499359,GENERATOR
1003342,665097,490054,GENERATOR
1003343,124591,550087,GENERATOR
1003344,187496,441266,GENERATOR
1003345,665097,561664,GENERATOR
1003346,665097,312388,GENERATOR
1003347,189093,609791,INTERTIE
1003348,124591,210943,GENERATOR
1003349,138185,163913,GENERATOR
1003350,138185,960894,GENERATOR
1003351,138185,852984,GENERATOR
1003352,124591,159176,GENERATOR
1003353,324704,118752,LOAD
1003354,907664,116299,GENERATOR
1003355,124591,266841,GENERATOR
1003356,138185,586088,GENERATOR
1003357,324704,198837,LOAD
1003358,907664,116664,GENERATOR
1003359,907664,119421,GENERATOR
1003360,138185,185097,GENERATOR
1003361,124591,370209,GENERATOR
1003362,124591,254205,GENERATOR
1003363,124591,957642,GENERATOR
1003364,124591,245278,GENERATOR
1003365,665097,584507,GENERATOR
1003366,159517,236545,INTERTIE
1003367,124591,863102,GENERATOR
1003368,187496,165641,GENERATOR
1003369,665097,686934,GENERATOR
1003370,665097,124083,GENERATOR
1003371,907664,204299,GENERATOR
1003372,139213,736344,GENERATOR
1003373,124591,156236,GENERATOR
1003374,665097,688669,GENERATOR
1003375,124591,119115,GENERATOR
1003376,138185,640903,GENERATOR
1003377,907664,854477,GENERATOR
1003378,138185,162640,GENERATOR
1003379,665097,141739,GENERATOR
1003380,138185,161934,GENERATOR
1003381,124591,597750,GENERATOR
1003382,665097,797084,GENERATOR
1003383,665097,711391,GENERATOR
1003384,665097,375622,GENERATOR
1003385,665097,938444,GENERATOR
1003386,665097,553166,GENERATOR
1003387,665097,102718,GENERATOR
1003388,324704,103961,LOAD
1003389,138185,256415,GENERATOR
1003390,138185,934562,GENERATOR
1003391,124591,286976,GENERATOR
1003392,138185,137723,GENERATOR
1003393,138185,674537,GENERATOR
1003394,138185,152490,GENERATOR
1003395,159517,972583,INTERTIE
1003396,665097,208054,GENERATOR
1003397,124591,106818,GENERATOR
1003398,124591,331956,GENERATOR
1003399,187496,638097,GENERATOR
1003400,124591,466078,GENERATOR
1003401,187496,209653,GENERATOR
1003402,665097,846138,GENERATOR
1003403,124591,194536,GENERATOR
1003404,665097,918851,GENERATOR
1003405,665097,251781,GENERATOR
1003406,665097,871339,GENERATOR
1003407,665097,246294,GENERATOR
1003408,665097,197164,GENERATOR
1003409,138185,964213,GENERATOR
1003410,725439,958249,INTERTIE
1003411,764343,173967,INTERTIE
1003412,764343,423784,INTERTIE
1003413,307817,395540,INTERTIE
1003414,665097,488917,GENERATOR
1003415,167872,637565,INTERTIE
1003416,665097,142562,GENERATOR
1003417,665097,870779,GENERATOR
1003418,665097,780073,GENERATOR
1003419,137111,126377,INTERTIE
1003420,405946,670763,INTERTIE
1003421,200092,106669,INTERTIE
1003422,985834,125035,INTERTIE
1003423,128296,987390,INTERTIE
1003424,139213,593360,GENERATOR
1003425,163143,204887,INTERTIE
1003426,159517,100598,INTERTIE
1003427,795476,120405,INTERTIE
1003428,167125,347897,INTERTIE
1003429,827577,792510,INTERTIE
1003430,167125,213077,INTERTIE
1003431,827577,604284,INTERTIE
1003432,189093,124634,INTERTIE
1003433,141772,325123,INTERTIE
1003434,190145,649605,INTERTIE
1003435,141772,952048,INTERTIE
1003436,189093,199522,INTERTIE
1003437,163143,173380,INTERTIE
1003438,115307,344046,INTERTIE
1003439,115307,776301,INTERTIE
1003440,505596,357602,INTERTIE
1003441,159517,579073,INTERTIE
1003442,770825,164262,INTERTIE
1003443,245368,338673,INTERTIE
1003444,339577,203490,INTERTIE
1003445,138185,601262,GENERATOR
1003446,137111,153165,INTERTIE
1003447,167872,589500,INTERTIE
1003448,164205,544576,INTERTIE
1003449,138185,128855,GENERATOR
1003450,505359,199746,INTERTIE
1003451,505359,157873,INTERTIE
1003452,137111,638106,INTERTIE
1003453,665097,784557,GENERATOR
1003454,575998,346827,INTERTIE
1003455,505359,653960,INTERTIE
1003456,138185,100903,GENERATOR
1003457,410435,630002,INTERTIE
1003458,505359,107290,INTERTIE
1003459,505359,109279,INTERTIE
1003460,505359,147483,INTERTIE
1003461,138185,297629,GENERATOR
1003462,505359,577703,INTERTIE
1003463,907664,141315,GENERATOR
1003464,505359,129401,INTERTIE
1003465,665097,394247,GENERATOR
1003466,505359,831558,INTERTIE
1003467,138185,852436,GENERATOR
1003468,505359,908917,INTERTIE
1003469,505359,155458,INTERTIE
1003470,138185,404249,GENERATOR
1003471,505359,194305,INTERTIE
1003472,505359,206549,INTERTIE
1003473,138185,299017,GENERATOR
1003474,137111,359774,INTERTIE
1003475,505359,119133,INTERTIE
1003476,138185,950646,GENERATOR
1003477,138185,192932,GENERATOR
1003478,907664,177354,GENERATOR
1003479,505359,182330,INTERTIE
1003480,137111,813273,INTERTIE
1003481,138185,555663,GENERATOR
1003482,275276,903349,INTERTIE
1003483,139213,261853,GENERATOR
1003484,665097,200510,GENERATOR
1003485,505359,103694,INTERTIE
1003486,505359,169045,INTERTIE
1003487,505359,616996,INTERTIE
1003488,468404,752745,INTERTIE
1003489,505359,164797,INTERTIE
1003490,410435,846903,INTERTIE
1003491,410435,108300,INTERTIE
1003492,138185,175213,GENERATOR
1003493,665097,524756,GENERATOR
1003494,410435,993067,INTERTIE
1003495,137111,193790,INTERTIE
1003496,505359,984925,INTERTIE
1003497,137111,153595,INTERTIE
1003498,505359,810823,INTERTIE
1003499,505359,429411,INTERTIE
1003500,138185,831190,GENERATOR
1003501,138185,212879,GENERATOR
1003502,138185,341396,GENERATOR
1003503,665097,712251,GENERATOR
1003504,665097,205536,GENERATOR
1003505,665097,168489,GENERATOR
1003506,665097,989729,GENERATOR
1003507,665097,496850,GENERATOR
1003508,164205,590038,INTERTIE
1003509,827577,568152,INTERTIE
1003510,717030,630958,GENERATOR
1003511,717030,497123,GENERATOR
1003512,589323,252809,INTERTIE
1003513,120902,103214,INTERTIE
1003514,538411,120477,INTERTIE
1003515,827577,447809,INTERTIE
1003516,985834,968395,INTERTIE
1003517,985834,197512,INTERTIE
1003518,405946,917920,INTERTIE
1003519,505359,726718,GENERATOR
1003520,505359,206358,GENERATOR
1003521,505359,608893,GENERATOR
1003522,505359,200373,GENERATOR
1003523,505359,120846,GENERATOR
1003524,505359,113692,GENERATOR
1003525,505359,767621,GENERATOR
1003526,505359,112745,GENERATOR
1003527,505359,824535,GENERATOR
1003528,505359,229760,GENERATOR
1003529,189093,476749,INTERTIE
1003530,128296,192820,INTERTIE
1003531,167125,517302,INTERTIE
1003532,139213,101787,GENERATOR
1003533,222949,832762,INTERTIE
1003534,163964,683609,GENERATOR
1003535,139213,148031,GENERATOR
1003536,143794,178797,GENERATOR
1003537,167125,103762,INTERTIE
1003538,468404,148568,INTERTIE
1003539,138185,634694,GENERATOR
1003540,138185,266074,GENERATOR
1003541,138185,176562,GENERATOR
1003542,187496,351849,INTERTIE
1003543,139213,630252,INTERTIE
1003544,211849,193888,GENERATOR
1003545,138185,671998,GENERATOR
1003546,665097,531052,GENERATOR
1003547,138185,857095,GENERATOR
1003548,985834,671648,INTERTIE
1003549,665097,398351,GENERATOR
1003550,139213,129696,GENERATOR
1003551,138185,336771,GENERATOR
1003552,138185,408582,GENERATOR
1003553,138185,805828,GENERATOR
1003554,138185,349008,GENERATOR
1003555,138185,647254,GENERATOR
1003556,138185,336982,GENERATOR
1003557,138185,119557,GENERATOR
1003558,138185,386348,GENERATOR
1003559,138185,900765,GENERATOR
1003560,138185,512789,GENERATOR
1003561,985834,126258,INTERTIE
1003562,138185,139877,GENERATOR
1003563,138185,154790,GENERATOR
1003564,138185,758764,GENERATOR
1003565,138185,131173,GENERATOR
1003566,138185,588655,GENERATOR
1003567,138185,511273,GENERATOR
1003568,138185,100031,GENERATOR
1003569,138185,515715,GENERATOR
1003570,138185,353180,GENERATOR
1003571,138185,108580,GENERATOR
1003572,138185,343235,GENERATOR
1003573,138185,303319,GENERATOR
1003574,138185,808377,GENERATOR
1003575,138185,398824,GENERATOR
1003576,167125,242082,INTERTIE
1003577,138185,339647,GENERATOR
1003578,139213,866027,INTERTIE
1003579,138185,767972,GENERATOR
1003580,245368,842356,INTERTIE
1003581,665097,588292,GENERATOR
1003582,138185,252465,GENERATOR
1003583,505359,180929,INTERTIE
1003584,505359,118351,INTERTIE
1003585,190145,507946,INTERTIE
1003586,190145,456152,INTERTIE
1003587,318998,219716,INTERTIE
1003588,189093,431231,INTERTIE
1003589,189093,903531,INTERTIE
1003590,163143,621512,INTERTIE
1003591,190145,912473,INTERTIE
1003592,183056,168782,INTERTIE
1003593,171692,299057,INTERTIE
1003594,171692,707436,INTERTIE
1003595,163143,949914,INTERTIE
1003596,159517,542956,INTERTIE
1003597,961276,950325,GENERATOR
1003598,167872,526937,INTERTIE
1003599,132683,131307,INTERTIE
1003600,132683,155111,INTERTIE
1003601,132683,833269,INTERTIE
1003602,795476,152344,INTERTIE
1003603,505359,146351,GENERATOR
1003604,339577,515911,INTERTIE
1003605,505359,192588,INTERTIE
1003606,167125,896919,INTERTIE
1003607,318998,936392,INTERTIE
1003608,537733,124494,GENERATOR
1003609,537733,443212,GENERATOR
1003610,303780,446721,INTERTIE
1003611,189093,715228,INTERTIE
1003612,167125,363366,INTERTIE
1003613,189093,333702,INTERTIE
1003614,167125,969690,INTERTIE
1003615,318998,107570,INTERTIE
1003616,134463,173780,GENERATOR
1003617,211849,567177,INTERTIE
1003618,203163,449708,INTERTIE
1003619,640802,187760,GENERATOR
1003620,735081,551436,GENERATOR
1003621,345019,393223,INTERTIE
1003622,735081,636736,GENERATOR
1003623,183056,110735,INTERTIE
1003624,183056,565659,INTERTIE
1003625,339577,763722,INTERTIE
1003626,505359,254978,GENERATOR
1003627,138185,150178,GENERATOR
1003628,808632,207682,LOAD
1003629,138185,131520,GENERATOR
1003630,505359,155930,GENERATOR
1003631,138185,832971,GENERATOR
1003632,808632,124933,INTERTIE
1003633,505359,245517,GENERATOR
1003634,907664,130499,GENERATOR
1003635,808632,649909,GENERATOR
1003636,505359,257158,GENERATOR
1003637,505359,112391,GENERATOR
1003638,907664,721857,GENERATOR
1003639,907664,842474,GENERATOR
1003640,505359,844367,GENERATOR
1003641,907664,895389,GENERATOR
1003642,505359,386441,GENERATOR
1003643,665097,167326,GENERATOR
1003644,468404,408440,INTERTIE
1003645,138185,632099,GENERATOR
1003646,505359,213626,GENERATOR
1003647,505359,422151,GENERATOR
1003648,138185,592749,GENERATOR
1003649,505359,108498,GENERATOR
1003650,138185,544263,GENERATOR
1003651,138185,197019,GENERATOR
1003652,139213,552587,GENERATOR
1003653,138185,115753,GENERATOR
1003654,138185,808476,GENERATOR
1003655,505359,133187,INTERTIE
1003656,505359,514281,INTERTIE
1003657,505359,148900,INTERTIE
1003658,137111,147420,INTERTIE
1003659,318998,102180,INTERTIE
1003660,505359,151553,INTERTIE
1003661,189093,116137,INTERTIE
1003662,200092,434184,INTERTIE
1003663,405946,148079,INTERTIE
1003664,141772,438592,INTERTIE
1003665,183056,920275,INTERTIE
1003666,183056,366933,INTERTIE
1003667,885419,231084,INTERTIE
1003668,164205,615558,INTERTIE
1003669,211849,134537,INTERTIE
1003670,303780,630908,INTERTIE
1003671,190145,346206,INTERTIE
1003672,222949,982035,INTERTIE
1003673,222949,216552,INTERTIE
1003674,125201,926557,INTERTIE
1003675,795476,935773,INTERTIE
1003676,125201,365836,INTERTIE
1003677,167125,261801,INTERTIE
1003678,318998,205962,INTERTIE
1003679,534383,445472,INTERTIE
1003680,125201,182101,INTERTIE
1003681,190145,466243,INTERTIE
1003682,827577,589806,INTERTIE
1003683,165846,247801,INTERTIE
1003684,222949,117282,INTERTIE
1003685,468404,131040,INTERTIE
1003686,164205,359829,INTERTIE
1003687,245368,170242,INTERTIE
1003688,245368,890018,INTERTIE
1003689,109347,736836,INTERTIE
1003690,167125,977170,INTERTIE
1003691,505359,796012,GENERATOR
1003692,505359,202482,GENERATOR
1003693,505359,194625,GENERATOR
1003694,505359,148916,GENERATOR
1003695,505359,180578,GENERATOR
1003696,505359,134108,GENERATOR
1003697,318998,744612,INTERTIE
1003698,211849,942988,INTERTIE
1003699,167872,569370,INTERTIE
1003700,222949,574593,INTERTIE
1003701,885419,734657,INTERTIE
1003702,211849,376655,INTERTIE
1003703,138185,296771,GENERATOR
1003704,183056,150928,INTERTIE
1003705,138185,132868,GENERATOR
1003706,907664,744931,GENERATOR
1003707,138185,579798,GENERATOR
1003708,138185,209488,GENERATOR
1003709,138185,112986,GENERATOR
1003710,138185,330011,GENERATOR
1003711,138185,796912,GENERATOR
1003712,907664,119015,GENERATOR
1003713,138185,548448,GENERATOR
1003714,138185,208657,GENERATOR
1003715,138185,878747,GENERATOR
1003716,907664,228616,GENERATOR
1003717,138185,862416,GENERATOR
1003718,138185,142146,GENERATOR
1003719,138185,187611,GENERATOR
1003720,138185,682397,GENERATOR
1003721,164205,186842,INTERTIE
1003722,153531,891875,GENERATOR
1003723,468404,213687,INTERTIE
1003724,138185,940973,GENERATOR
1003725,138185,262326,GENERATOR
1003726,138185,443096,GENERATOR
1003727,907664,112577,GENERATOR
1003728,153531,829919,GENERATOR
1003729,138185,905980,GENERATOR
1003730,319525,534741,INTERTIE
1003731,319525,713384,INTERTIE
1003732,222949,709670,INTERTIE
1003733,222949,193486,INTERTIE
1003734,167125,436049,INTERTIE
1003735,167125,159326,INTERTIE
1003736,137111,581702,INTERTIE
1003737,137111,182522,INTERTIE
1003738,410435,860091,GENERATOR
1003739,163143,752913,INTERTIE
1003740,690100,891427,GENERATOR
1003741,885419,632265,INTERTIE
1003742,200388,534103,INTERTIE
