"asset_xref","schedulingcoordinator_seq","resourcebid_seq","resource_type"
1000823,139213,147407,GENERATOR
1000824,648754,212040,GENERATOR
1000825,503624,143349,GENERATOR
1000826,640802,196722,GENERATOR
1000827,980919,155325,LOAD
1000828,132480,146423,GENERATOR
1000829,505359,362509,GENERATOR
1000830,139213,282043,GENERATOR
1000831,171989,840330,GENERATOR
1000832,187496,294553,GENERATOR
1000833,168289,880436,LOAD
1000834,725439,175717,GENERATOR
1000835,183056,142368,INTERTIE
1000836,371989,917526,GENERATOR
1000837,161295,261590,GENERATOR
1000838,153531,755007,GENERATOR
1000839,139213,904786,GENERATOR
1000840,726182,615344,GENERATOR
1000841,189549,125988,GENERATOR
1000842,505359,851181,GENERATOR
1000843,138185,996913,GENERATOR
1000844,105582,617807,GENERATOR
1000845,418593,174554,LOAD
1000846,505359,177826,GENERATOR
1000847,139213,680331,GENERATOR
1000848,259501,993409,GENERATOR
1000849,172142,922006,GENERATOR
1000850,139213,823532,GENERATOR
1000851,585900,954013,GENERATOR
1000852,135558,209145,GENERATOR
1000853,725439,184635,GENERATOR
1000854,138185,220423,GENERATOR
1000855,189093,891900,INTERTIE
1000856,505359,849325,GENERATOR
1000857,843852,145561,GENERATOR
1000858,735081,234172,GENERATOR
1000859,505359,312796,GENERATOR
1000860,139213,122732,GENERATOR
1000861,575998,179047,GENERATOR
1000862,843852,854844,GENERATOR
1000863,478398,643444,GENERATOR
1000864,126187,168112,GENERATOR
1000865,725439,201370,GENERATOR
1000866,596881,108805,INTERTIE
1000867,139213,531863,GENERATOR
1000868,900650,970587,GENERATOR
1000869,505359,530204,GENERATOR
1000870,187496,557910,GENERATOR
1000871,139213,497767,GENERATOR
1000872,189093,447824,INTERTIE
1000873,125201,130224,INTERTIE
1000874,161295,702721,GENERATOR
1000875,505359,495358,GENERATOR
1000876,138185,130293,GENERATOR
1000877,245368,552587,GENERATOR
1000878,138185,144939,GENERATOR
1000879,195008,135881,INTERTIE
1000880,604404,172074,GENERATOR
1000881,505359,173802,GENERATOR
1000882,505359,114040,GENERATOR
1000883,151250,918309,GENERATOR
1000884,138185,838607,GENERATOR
1000885,138185,534269,GENERATOR
1000886,640802,749304,GENERATOR
1000887,621200,779880,GENERATOR
1000888,138185,302195,GENERATOR
1000889,242731,125901,GENERATOR
1000890,640802,637410,GENERATOR
1000891,211345,723238,GENERATOR
1000892,139213,206858,GENERATOR
1000893,139213,242438,GENERATOR
1000894,103502,464557,LOAD
1000895,640802,135669,GENERATOR
1000896,505359,385286,GENERATOR
1000897,344931,238485,GENERATOR
1000898,280774,133798,INTERTIE
1000899,505359,920866,GENERATOR
1000900,784407,345990,GENERATOR
1000901,160711,150008,GENERATOR
1000902,522779,205314,LOAD
1000903,138185,265407,GENERATOR
1000904,160711,698265,GENERATOR
1000905,505359,858482,GENERATOR
1000906,117679,641072,LOAD
1000907,139213,103330,GENERATOR
1000908,259501,115630,LOAD
1000909,426292,362805,GENERATOR
1000910,190145,152419,GENERATOR
1000911,259501,166981,GENERATOR
1000912,193932,459739,INTERTIE
1000913,138185,948963,GENERATOR
1000914,159895,158082,GENERATOR
1000915,259501,498502,GENERATOR
1000916,168289,819640,INTERTIE
1000917,522779,154471,GENERATOR
1000918,505359,284094,GENERATOR
1000919,505359,413833,GENERATOR
1000920,798741,501373,GENERATOR
1000921,153531,321417,GENERATOR
1000922,709294,852414,GENERATOR
1000923,709294,779582,GENERATOR
1000924,505359,832680,GENERATOR
1000925,505359,527683,GENERATOR
1000926,165869,690855,GENERATOR
1000927,138185,161075,GENERATOR
1000928,211849,123980,INTERTIE
1000929,139213,151814,GENERATOR
1000930,187496,588184,GENERATOR
1000931,138185,439330,GENERATOR
1000932,242731,207781,LOAD
1000933,122958,136172,INTERTIE
1000934,139213,380369,GENERATOR
1000935,126187,756024,LOAD
1000936,139213,202562,GENERATOR
1000937,505359,104220,GENERATOR
1000938,138185,203704,GENERATOR
1000939,139213,497303,GENERATOR
1000940,158105,196456,GENERATOR
1000941,211849,736344,GENERATOR
1000942,245368,952796,GENERATOR
1000943,157456,386425,GENERATOR
1000944,153531,133061,GENERATOR
1000945,537733,175275,GENERATOR
1000946,120255,106167,GENERATOR
1000947,355047,962075,GENERATOR
1000948,139213,641329,GENERATOR
1000949,112406,907615,LOAD
1000950,139213,105623,GENERATOR
1000951,522779,173313,GENERATOR
1000952,242731,274336,LOAD
1000953,194022,581105,INTERTIE
1000954,139213,759903,GENERATOR
1000955,139213,330686,GENERATOR
1000956,505359,729409,GENERATOR
1000957,505359,672385,GENERATOR
1000958,621200,973878,GENERATOR
1000959,139213,190721,GENERATOR
1000960,139213,207693,GENERATOR
1000961,160711,118390,GENERATOR
1000962,505359,963357,GENERATOR
1000963,242731,106042,LOAD
1000964,505359,491560,GENERATOR
1000965,505359,950325,GENERATOR
1000966,438036,576455,GENERATOR
1000967,505359,350305,GENERATOR
1000968,907664,382872,GENERATOR
1000969,187496,995301,GENERATOR
1000970,126187,206219,LOAD
1000971,245368,306098,GENERATOR
1000972,339577,115978,INTERTIE
1000973,183056,171654,INTERTIE
1000974,161295,209550,GENERATOR
1000975,139213,378896,GENERATOR
1000976,680171,357513,GENERATOR
1000977,139213,185251,GENERATOR
1000978,139213,415983,GENERATOR
1000979,139213,731385,GENERATOR
1000980,139213,345623,GENERATOR
1000981,245368,723250,GENERATOR
1000982,138185,116559,GENERATOR
1000983,505359,152607,GENERATOR
1000984,187496,778390,GENERATOR
1000985,602709,742355,GENERATOR
1000986,139213,353600,GENERATOR
1000987,712391,198465,GENERATOR
1000988,259501,189472,GENERATOR
1000989,199824,182745,GENERATOR
1000990,575998,421333,GENERATOR
1000991,907664,429043,GENERATOR
1000992,181874,279317,GENERATOR
1000993,138185,462662,GENERATOR
1000994,166634,123566,GENERATOR
1000995,181874,158665,INTERTIE
1000996,187496,834751,GENERATOR
1000997,589323,148629,LOAD
1000998,339577,696530,INTERTIE
1000999,725439,514544,GENERATOR
1001000,505359,589872,GENERATOR
1001001,505359,201829,GENERATOR
1001002,505359,107393,GENERATOR
1001003,344931,110030,GENERATOR
1001004,139213,328674,GENERATOR
1001005,339577,393947,INTERTIE
1001006,376812,142447,GENERATOR
1001007,827577,661056,INTERTIE
1001008,139213,751688,GENERATOR
1001009,413087,140547,GENERATOR
1001010,245368,912055,GENERATOR
1001011,259501,314224,GENERATOR
1001012,417454,155960,GENERATOR
1001013,505359,200121,GENERATOR
1001014,139213,550730,GENERATOR
1001015,505359,183431,GENERATOR
1001016,139213,107701,GENERATOR
1001017,505359,134860,GENERATOR
1001018,108158,560781,LOAD
1001019,505359,115269,GENERATOR
1001020,112406,135242,LOAD
1001021,555460,189207,GENERATOR
1001022,139213,370894,GENERATOR
1001023,375071,108961,LOAD
1001024,139213,200325,GENERATOR
1001025,505359,374413,GENERATOR
1001026,138185,593340,GENERATOR
1001027,575998,170587,GENERATOR
1001028,187496,710016,GENERATOR
1001029,725439,186146,GENERATOR
1001030,505359,827670,GENERATOR
1001031,153531,146204,GENERATOR
1001032,139213,200707,GENERATOR
1001033,505359,189560,GENERATOR
1001034,139213,158034,GENERATOR
1001035,505359,185580,GENERATOR
1001036,690100,174755,GENERATOR
1001037,775905,108498,GENERATOR
1001038,139213,206575,GENERATOR
1001039,275276,165936,LOAD
1001040,187496,106181,GENERATOR
1001041,139213,916013,GENERATOR
1001042,259501,589439,INTERTIE
1001043,108923,100656,INTERTIE
1001044,187496,478596,GENERATOR
1001045,709294,156446,GENERATOR
1001046,139213,192794,INTERTIE
1001047,193172,188600,GENERATOR
1001048,505359,420754,GENERATOR
1001049,187496,705954,GENERATOR
1001050,139213,127849,GENERATOR
1001051,139213,405491,GENERATOR
1001052,417454,182568,GENERATOR
1001053,397217,742900,GENERATOR
1001054,139213,844001,GENERATOR
1001055,183056,749043,INTERTIE
1001056,245368,161298,LOAD
1001057,505359,993410,GENERATOR
1001058,505359,122696,GENERATOR
1001059,640802,213734,GENERATOR
1001060,139213,220818,GENERATOR
1001061,602709,411064,GENERATOR
1001062,139213,194195,LOAD
1001063,725439,916581,GENERATOR
1001064,709294,938106,GENERATOR
1001065,111547,163998,GENERATOR
1001066,505359,851364,GENERATOR
1001067,640802,261727,GENERATOR
1001068,139213,127463,GENERATOR
1001069,138185,144942,GENERATOR
1001070,138185,208828,GENERATOR
1001071,640802,112563,GENERATOR
1001072,242731,381739,LOAD
1001073,139213,547694,GENERATOR
1001074,193172,258757,GENERATOR
1001075,505359,484091,GENERATOR
1001076,187496,200074,GENERATOR
1001077,660085,452231,GENERATOR
1001078,160711,102898,INTERTIE
1001079,114882,123444,GENERATOR
1001080,153531,566998,GENERATOR
1001081,725439,434763,GENERATOR
1001082,418593,140758,LOAD
1001083,505359,192712,GENERATOR
1001084,505359,713354,GENERATOR
1001085,484554,314410,GENERATOR
1001086,505359,119664,GENERATOR
1001087,596881,922902,INTERTIE
1001088,501934,199688,GENERATOR
1001089,505359,181678,GENERATOR
1001090,164388,364184,GENERATOR
1001091,139213,112707,GENERATOR
1001092,139213,410482,GENERATOR
1001093,139213,508634,INTERTIE
1001094,709294,475574,GENERATOR
1001095,187496,643213,GENERATOR
1001096,725439,217748,GENERATOR
1001097,187496,166218,GENERATOR
1001098,139213,205743,GENERATOR
1001099,408750,219791,GENERATOR
1001100,621200,500324,GENERATOR
1001101,139213,196140,GENERATOR
1001102,165846,771345,INTERTIE
1001103,114882,142344,GENERATOR
1001104,621200,445378,GENERATOR
1001105,371989,154678,GENERATOR
1001106,160711,195432,GENERATOR
1001107,505359,154990,GENERATOR
1001108,443550,131816,GENERATOR
1001109,112406,200469,LOAD
1001110,163569,426166,GENERATOR
1001111,139213,107633,GENERATOR
1001112,505359,158924,GENERATOR
1001113,575998,418546,GENERATOR
1001114,907664,584525,GENERATOR
1001115,194660,736984,GENERATOR
1001116,138185,471332,GENERATOR
1001117,139213,193488,GENERATOR
1001118,139213,202741,GENERATOR
1001119,138185,975404,GENERATOR
1001120,197541,437886,GENERATOR
1001121,153531,526407,GENERATOR
1001122,505359,411052,GENERATOR
1001123,184474,961578,GENERATOR
1001124,602709,962064,GENERATOR
1001125,139213,971962,GENERATOR
1001126,766049,133547,GENERATOR
1001127,187496,851690,GENERATOR
1001128,139213,135958,GENERATOR
1001129,171989,237420,GENERATOR
1001130,648754,136437,GENERATOR
1001131,339577,554521,INTERTIE
1001132,153531,980465,GENERATOR
1001133,284288,517658,GENERATOR
1001134,766049,261146,GENERATOR
1001135,138185,265960,GENERATOR
1001136,206037,805736,GENERATOR
1001137,259501,146716,GENERATOR
1001138,187496,995749,GENERATOR
1001139,505359,174984,GENERATOR
1001140,417454,804741,GENERATOR
1001141,138185,485740,GENERATOR
1001142,138185,210756,GENERATOR
1001143,139213,903445,GENERATOR
1001144,146050,149041,LOAD
1001145,139213,510222,GENERATOR
1001146,505359,840436,GENERATOR
1001147,505359,731498,GENERATOR
1001148,675836,324389,LOAD
1001149,944483,978287,LOAD
1001150,139213,135963,GENERATOR
1001151,505359,113665,GENERATOR
1001152,505359,442155,GENERATOR
1001153,139213,995493,GENERATOR
1001154,621200,148758,GENERATOR
1001155,156385,147537,INTERTIE
1001156,138185,636610,GENERATOR
1001157,132683,120775,INTERTIE
1001158,138185,987140,GENERATOR
1001159,387291,744399,INTERTIE
1001160,575998,939640,GENERATOR
1001161,915306,161722,LOAD
1001162,139213,321383,GENERATOR
1001163,139213,205771,GENERATOR
1001164,138185,474429,GENERATOR
1001165,139213,462729,GENERATOR
1001166,725439,603185,GENERATOR
1001167,181897,117942,INTERTIE
1001168,725439,117810,LOAD
1001169,165846,325131,INTERTIE
1001170,139213,100949,GENERATOR
1001171,139213,192354,GENERATOR
1001172,139213,115696,GENERATOR
1001173,138185,672940,GENERATOR
1001174,112406,108602,GENERATOR
1001175,113586,131041,GENERATOR
1001176,640802,165103,GENERATOR
1001177,596881,126433,INTERTIE
1001178,139213,553779,GENERATOR
1001179,187496,364528,GENERATOR
1001180,187496,388159,GENERATOR
1001181,115307,425019,LOAD
1001182,735081,780841,GENERATOR
1001183,505359,141213,GENERATOR
1001184,410435,208011,GENERATOR
1001185,171989,384015,INTERTIE
1001186,505359,404841,GENERATOR
1001187,795476,193894,INTERTIE
1001188,187496,855284,GENERATOR
1001189,387291,192439,LOAD
1001190,189093,286209,INTERTIE
1001191,139213,112467,GENERATOR
1001192,312654,209467,INTERTIE
1001193,434510,824020,INTERTIE
1001194,187496,346515,GENERATOR
1001195,139213,463668,GENERATOR
1001196,187496,890505,GENERATOR
1001197,881111,721764,GENERATOR
1001198,117679,438604,INTERTIE
1001199,171989,331507,INTERTIE
1001200,856456,171240,GENERATOR
1001201,187496,478296,GENERATOR
1001202,139213,566835,GENERATOR
1001203,717030,161142,GENERATOR
1001204,139213,369511,GENERATOR
1001205,505359,203842,GENERATOR
1001206,339577,640035,INTERTIE
1001207,648754,133308,GENERATOR
1001208,505359,264747,GENERATOR
1001209,505359,101489,GENERATOR
1001210,505359,752779,GENERATOR
1001211,505359,166765,GENERATOR
1001212,189093,156137,INTERTIE
1001213,505359,203581,GENERATOR
1001214,775905,245517,GENERATOR
1001215,126974,210352,GENERATOR
1001216,190654,872898,GENERATOR
1001217,505359,272419,GENERATOR
1001218,900650,642579,INTERTIE
1001219,172142,106105,GENERATOR
1001220,139213,284463,GENERATOR
1001221,690100,285521,GENERATOR
1001222,766049,180457,GENERATOR
1001223,380000,309385,GENERATOR
1001224,139213,348557,GENERATOR
1001225,138185,155464,GENERATOR
1001226,505359,192200,GENERATOR
1001227,189549,188521,GENERATOR
1001228,211849,950113,INTERTIE
1001229,138185,131777,GENERATOR
1001230,245368,160461,GENERATOR
1001231,505359,641860,GENERATOR
1001232,680171,193937,GENERATOR
1001233,505359,581281,GENERATOR
1001234,897276,269985,GENERATOR
1001235,387291,176701,LOAD
1001236,138185,814661,GENERATOR
1001237,245368,166139,GENERATOR
1001238,505359,133919,GENERATOR
1001239,505596,594295,INTERTIE
1001240,725439,658374,GENERATOR
1001241,139213,483196,GENERATOR
1001242,139213,513723,GENERATOR
1001243,132155,570812,LOAD
1001244,172142,521146,GENERATOR
1001245,621200,799732,GENERATOR
1001246,187496,164086,GENERATOR
1001247,139213,955739,GENERATOR
1001248,139213,764615,GENERATOR
1001249,712391,968309,GENERATOR
1001250,589323,120392,INTERTIE
1001251,138185,368055,GENERATOR
1001252,640802,302804,GENERATOR
1001253,695673,722938,GENERATOR
1001254,146104,197582,GENERATOR
1001255,725439,512307,INTERTIE
1001256,505359,191339,GENERATOR
1001257,775905,844367,GENERATOR
1001258,522779,104767,GENERATOR
1001259,139213,215039,GENERATOR
1001260,139213,144886,GENERATOR
1001261,766049,115494,GENERATOR
1001262,139213,117712,GENERATOR
1001263,660085,159421,GENERATOR
1001264,206037,102082,LOAD
1001265,106455,155288,LOAD
1001266,709294,928471,GENERATOR
1001267,171989,489775,INTERTIE
1001268,138185,169572,GENERATOR
1001269,735081,288336,GENERATOR
1001270,505359,231255,GENERATOR
1001271,187496,940797,GENERATOR
1001272,505359,175742,GENERATOR
1001273,139213,944410,GENERATOR
1001274,206034,670459,INTERTIE
1001275,104377,798816,GENERATOR
1001276,505359,670988,GENERATOR
1001277,640802,226151,GENERATOR
1001278,211345,901853,GENERATOR
1001279,575998,754907,GENERATOR
1001280,108923,160752,INTERTIE
1001281,426292,107681,GENERATOR
1001282,138185,852265,GENERATOR
1001283,522779,179478,GENERATOR
1001284,193172,942205,GENERATOR
1001285,104991,194175,GENERATOR
1001286,725439,603374,GENERATOR
1001287,709294,532320,GENERATOR
1001288,192136,215813,LOAD
1001289,938279,517313,GENERATOR
1001290,468404,101767,INTERTIE
1001291,187496,288377,GENERATOR
1001292,153531,996404,GENERATOR
1001293,505359,131675,GENERATOR
1001294,438036,729575,GENERATOR
1001295,307817,599767,INTERTIE
1001296,230562,113235,GENERATOR
1001297,537733,838066,GENERATOR
1001298,865232,250314,GENERATOR
1001299,139213,180334,GENERATOR
1001300,138185,850556,GENERATOR
1001301,161295,713184,GENERATOR
1001302,245368,713009,GENERATOR
1001303,505359,189762,GENERATOR
1001304,505359,233468,GENERATOR
1001305,121210,140162,GENERATOR
1001306,138185,209735,GENERATOR
1001307,312654,997249,GENERATOR
1001308,138185,120933,GENERATOR
1001309,138185,110775,GENERATOR
1001310,505359,201021,GENERATOR
1001311,505359,435045,GENERATOR
1001312,139213,126417,GENERATOR
1001313,139213,993544,GENERATOR
1001314,139213,230540,GENERATOR
1001315,139213,956532,GENERATOR
1001316,139213,941027,GENERATOR
1001317,725439,135397,GENERATOR
1001318,869028,457081,GENERATOR
1001319,153531,980292,GENERATOR
1001320,183905,135714,GENERATOR
1001321,187496,780584,GENERATOR
1001322,139213,105576,GENERATOR
1001323,505359,751165,GENERATOR
1001324,505359,167649,GENERATOR
1001325,242731,110346,LOAD
1001326,339577,188767,INTERTIE
1001327,907664,973624,GENERATOR
1001328,353415,254978,GENERATOR
1001329,505359,144521,GENERATOR
1001330,575998,704863,GENERATOR
1001331,505359,209051,GENERATOR
1001332,621200,592012,GENERATOR
1001333,139213,191707,GENERATOR
1001334,709294,436850,GENERATOR
1001335,139213,729047,GENERATOR
1001336,505359,356834,GENERATOR
1001337,505359,819841,GENERATOR
1001338,798942,279660,GENERATOR
1001339,505359,655017,GENERATOR
1001340,968016,262440,GENERATOR
1001341,193172,469196,GENERATOR
1001342,112406,618386,GENERATOR
1001343,138185,445995,GENERATOR
1001344,660085,418764,GENERATOR
1001345,417454,207585,GENERATOR
1001346,153531,830057,GENERATOR
1001347,126974,367964,INTERTIE
1001348,190654,177346,GENERATOR
1001349,153531,440482,GENERATOR
1001350,139213,105286,GENERATOR
1001351,537733,176712,GENERATOR
1001352,505359,641340,GENERATOR
1001353,187496,325514,GENERATOR
1001354,106470,184214,INTERTIE
1001355,122958,514721,INTERTIE
1001356,505359,140969,GENERATOR
1001357,915306,568279,INTERTIE
1001358,139213,896410,GENERATOR
1001359,735081,784426,GENERATOR
1001360,527846,932153,GENERATOR
1001361,505359,744873,GENERATOR
1001362,139213,708548,GENERATOR
1001363,505359,309393,GENERATOR
1001364,405116,603095,GENERATOR
1001365,505359,190442,GENERATOR
1001366,209427,624752,GENERATOR
1001367,403257,110000,INTERTIE
1001368,527846,156192,GENERATOR
1001369,139213,719983,GENERATOR
1001370,505359,102879,GENERATOR
1001371,897276,754646,GENERATOR
1001372,168289,124287,GENERATOR
1001373,233072,529747,GENERATOR
1001374,417454,149495,GENERATOR
1001375,379184,141208,GENERATOR
1001376,397217,536048,GENERATOR
1001377,505359,664625,GENERATOR
1001378,139213,872873,INTERTIE
1001379,505359,709693,GENERATOR
1001380,418593,691818,LOAD
1001381,784654,121075,GENERATOR
1001382,116121,860502,LOAD
1001383,900650,701449,INTERTIE
