"resource_xref","resource_mask","dyn_label","gen_type","max_bid"
1005272,173315,,,
1005273,753185,,,
1005274,459218,,,
1005275,454146,,,
1005276,211365,,,
1005277,987525,,,
1005278,440346,,,
1005279,498050,,,
1005280,167157,,,
1005281,132587,,,
1005282,403240,,,
1005283,198450,,,
1005284,816283,,,
1005285,137365,,,
1005286,816486,,,
1005287,606863,,,
1005288,409841,,,
1005289,205054,,,
1005290,167112,,,
1005291,892354,,,
1005292,208183,,,
1005293,593343,,,
1005294,197394,,,
1005295,166625,,,
1005296,652701,,,
1005297,113361,,,
1005298,191737,,,
1005299,710860,,,
1005300,134339,,,
1005301,148705,,,
1005302,699669,,,
1005303,603737,,,
1005304,109389,,,
1005305,178611,,,
1005306,673476,,,
1005307,208658,,,
1005308,149834,,,
1005309,126482,,,
1005310,892199,,,
1005311,609349,,,
1005312,191274,,,
1005313,187567,,,
1005314,129302,,,
1005315,325194,,,
1005316,144423,,,
1005317,182748,,,
1005318,140461,,,
1005319,655933,,,
1005320,667096,,,
1005321,141588,,,
1005322,411806,,,
1005323,211331,,,
1005324,830484,,,
1005325,176065,,,
1005326,169041,,,
1005327,305339,,,
1005328,167234,,,
1005329,204942,,,
1005330,326700,,,
1005331,615780,,,
1005332,299251,,,
1005333,321955,,,
1005334,768611,,,
1005335,794078,,,
1005336,716337,,,
1005337,862170,,,
1005338,409478,,,
1005339,154427,,,
1005340,189195,,,
1005341,786668,,,
1005343,588677,,,
1005344,121384,,,
1005345,259439,,,
1005346,776106,,,
1005347,135254,,,
1005348,905161,,,
1005349,198507,,,
1005350,279905,,,
1005351,351480,,,
1005352,846423,,,
1005353,370014,,,
1005354,611634,,,
1005355,112414,,,
1005356,676708,,,
1005357,955140,,,
1005358,404734,,,
1005359,279578,,,
1005360,151520,,,
1005361,118488,,,
1005362,131109,,,
1005363,132998,,,
1005364,197544,,,
1005365,157320,,,
1005366,134489,,,
1005367,447458,,,
1005368,349082,,,
1005369,562119,,,
1005370,612889,,,
1005371,776482,,,
1005372,143029,,,
1005373,422245,,,
1005374,262665,,,
1005375,306368,,,
1005376,690714,,,
1005377,571717,,,
1005378,707533,,,
1005379,184042,,,
1005380,446282,,,
1005381,123037,,,
1005382,469782,,,
1005383,115708,,,
1005384,270293,,,
1005385,447963,,,
1005386,205530,,,
1005387,636958,,,
1005388,164498,,,
1005389,206042,,,
1005390,135924,,,
1005391,987375,,,
1005392,177741,,,
1005393,204871,,,
1005394,691094,,,
1005395,891976,,,
1005396,196377,,,
1005397,113971,,,
1005398,137758,,,
1005399,147636,,,
1005400,183926,,,
1005401,118965,,,
1005402,100467,,,
1005403,151586,,,
1005404,310962,,,
1005405,685654,,,
1005406,201188,,,
1005407,881009,,,
1005408,133710,,,
1005409,205091,,,
1005410,154827,,,
1005411,609446,,,
1005412,630772,,,
1005413,493609,,,
1005414,765108,,,
1005415,158606,,,
1005416,182731,,,
1005417,701794,,,
1005418,275737,,,
1005419,119959,,,
1005420,610770,,,
1005421,101797,,,
1005422,729923,,,
1005423,123665,,,
1005424,306399,,,
1005425,428512,,,
1005426,115730,,,
1005427,106122,,,
1005428,731022,,,
1005429,341328,,,
1005430,327222,,,
1005431,889499,,,
1005432,199772,,,
1005433,306313,,,
1005434,119030,,,
1005435,167793,,,
1005436,154806,,,
1005437,251081,,,
1005438,153917,,,
1005439,265252,,,
1005440,160216,,,
1005441,137728,,,
1005442,297499,,,
1005443,625784,,,
1005444,918564,,,
1005445,450928,,,
1005446,924028,,,
1005447,221757,,,
1005448,626912,,,
1005449,139389,,,
1005450,185011,,,
1005451,180145,,,
1005452,413032,,,
1005453,288725,,,
1005454,619967,,,
1005455,126604,,,
1005456,178803,,,
1005457,951391,,,
1005458,808869,,,
1005459,698360,,,
1005460,103358,,,
1005461,192546,,,
1005462,322536,,,
1005463,794689,,,
1005464,157370,,,
1005465,327209,,,
1005466,561243,,,
1005467,286280,,,
1005468,501418,,,
1005469,445662,,,
1005470,324335,,,
1005471,925436,,,
1005472,208913,,,
1005473,344490,,,
1005474,164592,,,
1005475,146920,,,
1005476,159705,,,
1005477,539458,,,
1005478,493048,,,
1005479,413375,,,
1005480,542617,,,
1005481,866230,,,
1005482,446206,,,
1005483,891434,,,
1005484,404505,,,
1005485,208147,,,
1005486,735814,,,
1005487,197521,,,
1005488,212705,,,
1005489,872535,,,
1005490,964140,,,
1005491,785460,,,
1005492,135324,,,
1005493,369256,,,
1005494,147110,,,
1005495,440265,,,
1005496,636159,,,
1005497,498020,,,
1005498,567989,,,
1005499,103059,,,
1005500,180974,,,
1005501,425383,,,
1005502,682718,,,
1005503,908590,,,
1005504,203285,,,
1005505,886950,,,
1005506,151467,,,
1005507,124724,,,
1005508,254082,,,
1005509,578626,,,
1005510,198705,,,
1005511,849801,,,
1005512,193483,,,
1003165,985335,ORMOND_7_UNIT 1,,741.27
1001212,177346,ALAMIT_2_PL1X3,,674.7
1000855,872898,HNTGBH_2_PL1X3,,673.8
1001033,177232,COLUSA_2_PL1X3,,641
1001421,123314,OTMESA_2_PL1X3,,603.68
1001408,172074,SUNRIS_2_PL1X3,,586
1000982,200912,MOSSLD_2_PSP1,,510
1000158,111727,MOSSLD_2_PSP2,,510
1003169,370551,ALAMIT_7_UNIT 5,,480
1002752,924440,ALAMIT_7_UNIT 4,,334.43
1002747,136632,ALAMIT_7_UNIT 3,,326.76
1001345,658374,LODIEC_2_PL1X2,,302.58
1002751,178320,HNTGBH_7_UNIT 2,,226.84
1000871,107681,CENTPD_2_BMSSX2,SOLAR,223.6
1000377,263628,COCOPP_2_CTG3,,208.96
1000763,722938,COCOPP_2_CTG4,,204.29
1001139,120025,COCOPP_2_CTG1,,204.2
1000054,321874,COCOPP_2_CTG2,,202.7
1000342,844367,SENTNL_2_CTG1,,107.68
1000130,102982,SLST13_2_SOLAR1,SOLAR,107.6
1000457,101489,PVERDE_5_SCEDYN,,635
1000765,588184,PALOMR_2_PL1X3,,588.21
1005342,193578,FORKBU_6_UNIT,,
1000724,386441,SENTNL_2_CTG5,,107.52
1001347,422151,SENTNL_2_CTG8,,106.85
1001046,245517,SENTNL_2_CTG7,,106.73
1000797,112391,SENTNL_2_CTG4,,106.55
1000015,108498,SENTNL_2_CTG3,,105.69
1001285,710016,CARLS2_1_CARCT1,SOLAR,105.5
1001189,257158,SENTNL_2_CTG2,,104.19
1000523,261385,MSOLAR_2_SOLAR2,SOLAR,100.81
1000501,102879,ALAMIT_7_ES1,,100.45
1001132,532320,VISTRA_5_PLABT2,,100.4
1001188,932206,VISTRA_5_PLABT1,,100.4
1001086,919446,VISTRA_5_DALBT1,,100
1000897,938106,VISTRA_5_DALBT4,,100
1001258,779582,VISTRA_5_DALBT2,,100
1001156,852414,VISTRA_5_DALBT3,,100
1000076,154678,GWFPWR_1_UNITS,,98.46
1000463,207585,GYS5X6_7_UNITS,,98.43
1000970,383965,HUMBPP_6_UNITS,,97.62
1001201,345462,GYS7X8_7_UNITS,,95.8
1000722,160461,GILRPP_1_PL1X2,,95.2
1000677,928471,VISTRA_5_PLABT3,,74.6
1000273,156446,VISTRA_5_PLABT4,,74.6
1002218,882600,PROXSR_2_PS1SR2,SOLAR,69.74
1000953,663112,STANTN_2_SBEBX2,,68.8
1001334,105870,GLNARM_2_UNIT 5,,65.81
1000469,956532,HUMBPP_1_UNITS3,,65.08
1000861,650623,SMUDGO_7_UNIT 1,,64.8
1000631,182859,ESTWND_2_OPPWD1,,57.14
1000062,208011,VESTAL_2_TS5SR1,SOLAR,55.83
1001109,152595,PIT7_7_UNIT 1,,55.7
1000413,462729,PIT7_7_UNIT 2,,54.6
1000964,127463,BALCHS_7_UNIT 3,,54.6
1000059,106763,NCPA_7_GP2UN4,,52.73
1000189,123566,VACADX_1_UNITA1,,51.91
1000324,730262,KINGRV_7_UNIT 1,,51.2
1000166,628632,SANBRN_2_ES1BT3,,50.43
1000687,563035,HENRTA_6_UNITA1,,49.98
1000664,840234,LIVOAK_1_UNIT 1,,49.7
1000007,189981,STANTN_2_STAGT1,,49.65
1001028,942205,STANTN_2_STAGT2,,49.65
1002852,529201,ANAHM_2_CANYN1,,49.21
1000495,209550,BEARMT_1_UNIT,,49.21
1000482,133660,SCHLTE_1_PL1X3,,336.04
1000989,122696,DSRTSL_2_SOLAR1,SOLAR,295.31
1001422,124064,LAPLMA_2_UNIT 4,,266
1001194,144983,SUNSET_2_UNITS,,248
1001051,118485,NORORC_2_NOSSB1,,116.92
1000270,149495,GEYS11_7_UNIT11,,86.8
1001034,233468,RTREE_2_WIND1,,77.05
1001669,634616,TUMBWD_2_WISBT4,,74.82
1001434,302804,SISPRG_2_DS3BT1,,61.5
1000910,212542,RCKCRK_7_UNIT 2,,56.9
1000493,594888,PNOCHE_1_UNITA1,,52.3
1000429,258757,PNOCHE_1_PL1X2,,
1000275,478596,ESCNDO_6_PL1X2,,48.71
1000260,306098,RVRVEW_1_UNITA1,,48.7
1001401,187948,BOGUE_1_UNITA1,,48.69
1000524,421380,WOLFSK_1_UNITA1,,48.68
1000690,886708,CHALK_1_UNIT,,48.67
1000837,851094,MNDALY_6_MCGRTH,,
1000727,167586,SGREGY_6_SANGER,,
1001129,208876,ELCAJN_6_LM6K,,
1000748,154612,ANAHM_2_CANYN2,,
1001000,990961,ESCNDO_6_UNITB1,,
1001049,917872,ENWIND_2_WIND1,,
1001904,465357,MTNPOS_1_UNIT,,
1000127,130812,GILRPP_1_PL3X4,,
1000707,161142,SMPRIP_1_SMPSON,,
1000589,288377,ELCAJN_6_UNITA1,,
1000415,208042,KNGCTY_6_UNITA1,,
1001294,266436,VENWD_1_WIND3,,
1000046,189802,USWND2_1_WIND2,,
1000468,437886,USWND2_1_WIND1,,
1001763,186225,NCPA_7_GP1UN1,,
1001327,994050,ENWIND_2_WIND2,,
1000793,129252,MORWD_6_QF,,
1000439,723250,CALPIN_1_AGNEW,,
1001277,359873,OAKWD_6_QF,,
1001063,637410,FLOWD_2_RT2WD2,,
1000410,591854,LAMONT_1_SOLAR4,SOLAR,
1000648,134646,TULLCK_7_UNITS,,
1000145,148387,KERRGN_1_UNIT 1,,
1000061,114767,CSCGNR_1_UNIT 1,,
1000918,987235,CSCGNR_1_UNIT 2,,
1000078,189560,ULTRCK_2_UNIT,,
1001343,113235,ULTPFR_1_UNIT 1,,
1000043,517313,TEHAPI_2_WIND2,,
1001715,261853,ARBWD_6_QF,,
1000936,193972,TEHAPI_2_WIND1,,
1001087,196008,WAUKNA_1_SOLAR2,SOLAR,
1000883,962075,SANTGO_2_LNDFL1,,
1000056,378896,CUMBIA_1_SOLAR,SOLAR,
1000546,127849,ADMEST_6_SOLAR,SOLAR,
1001248,107393,AVENAL_6_SANDDG,SOLAR,
1001907,811134,SEARLS_7_ARGUS,,
1000559,515655,DEVERS_1_SOLAR,SOLAR,
1001084,168751,DSABLA_7_UNIT,,
1000119,139242,SUMWHT_6_SWSSR1,SOLAR,
1000745,840436,LAMONT_1_SOLAR5,SOLAR,
1000606,131873,SNDBAR_7_UNIT 1,,
1000534,104452,GASKW1_2_GW2SR1,SOLAR,
1000775,198858,HOOVER_2_VEAPT,,
1001266,301986,DRUM_7_UNIT 4,,
1003787,296394,FMEADO_7_UNIT,,
1000113,118049,WISE_1_UNIT 1,,
1000269,118048,TEHAPI_2_PW2WD2,,
1001170,131964,VEAVST_1_SOLAR,SOLAR,
1000940,509353,VOYAGR_2_VOAWD5,,
1001236,261146,HARBGN_7_UNIT 2,SOLAR,
1000603,691663,CONTRL_1_RUSHCK,,
1001688,103616,VESTAL_6_QF,,
1001263,370894,GLDFGR_6_SOLAR2,SOLAR,
1000369,197335,CONTRL_1_POOLE,,
1000106,346252,OXMTN_6_LNDFIL,,
1000956,454499,KRNCNY_6_UNIT,,
1002018,731152,SCEW_2_PDRP167,SOLAR,
1000034,981846,LNCSTR_6_SOLAR2,,
1000215,463668,AVENAL_6_AVSLR2,SOLAR,
1000566,964607,AVENAL_6_AVSLR1,SOLAR,
1001246,440648,COVERD_2_HCKHY1,,
1000916,440482,HAYPRS_6_HAYHD2,,
1000560,114040,RECTOR_2_KAWEAH,,
1003442,168489,NZWIND_6_WDSTR4,,
1002026,148107,NZWIND_6_WDSTR2,,
1002570,204833,SCEW_2_PDRP160,,
1001390,168279,MAGUND_1_BKSSR2,SOLAR,
1003314,246294,PLSNTG_7_LNCLND,SOLAR,
1000205,200074,CRELMN_6_RAMSR3,SOLAR,
1000530,182549,GRNVLY_7_SCLAND,,
1003308,550087,INDVLY_1_UNITS,,
1000636,613584,RNDSBG_1_HZASR1,SOLAR,
