"resource_xref","resource_mask","dyn_label","gen_type","max_bid"
1002831,659776,,,
1002832,266564,,,
1002833,153765,,,
1002834,236632,,,
1002835,709571,,,
1002836,159646,,,
1002837,466019,,,
1002838,125669,,,
1002839,189583,,,
1002840,783014,,,
1002841,187583,,,
1002842,322709,,,
1002843,636736,,,
1002844,551436,,,
1002845,121099,,,
1002846,551512,,,
1002847,252092,,,
1002848,882602,,,
1002849,660348,,,
1002851,325146,,,
1002853,418339,,,
1002854,213692,,,
1002855,169848,,,
1002856,213755,,,
1002857,752927,,,
1002858,102808,,,
1002859,798732,,,
1002860,811458,,,
1002861,883816,,,
1002862,345045,,,
1002863,218199,,,
1002864,176087,,,
1002865,151201,,,
1002866,201736,,,
1002867,571294,,,
1002868,111916,,,
1002869,511293,,,
1002870,110282,,,
1002871,156366,,,
1002872,980449,,,
1002873,312933,,,
1002874,901958,,,
1002875,441240,,,
1002850,464954,RECTOR_2_QF,,
1002876,317195,,,
1002877,638865,,,
1002878,120927,,,
1002879,190571,,,
1002880,927190,,,
1002881,605842,,,
1002882,724430,,,
1002883,352492,,,
1002884,525961,,,
1002885,405959,,,
1002886,536475,,,
1002887,544470,,,
1002888,983191,,,
1002889,354441,,,
1002890,192564,,,
1002891,179126,,,
1002892,639193,,,
1002893,831253,,,
1002894,111805,,,
1002895,262439,,,
1002896,796556,,,
1002897,766115,,,
1002898,765058,,,
1002899,551329,,,
1002900,288916,,,
1002901,327387,,,
1002902,349760,,,
1002903,345120,,,
1002904,653264,,,
1002905,953201,,,
1002906,231537,,,
1002907,187883,,,
1002908,186384,,,
1002909,152708,,,
1002910,119167,,,
1002911,668559,,,
1002912,111626,,,
1002913,106905,,,
1002914,118898,,,
1002915,217879,,,
1002916,664192,,,
1002917,138429,,,
1002918,108237,,,
1002919,138332,,,
1002920,162350,,,
1002921,649892,,,
1002922,411918,,,
1002923,680227,,,
1002924,425058,,,
1002925,434836,,,
1002927,453340,,,
1002928,190261,,,
1002929,380584,,,
1002930,798778,,,
1002931,252461,,,
1002932,634632,,,
1002926,348237,SNCLRA_2_UNIT,SOLAR,
1001121,195335,DIABLO_7_UNIT 1,,1150
1000851,160605,HELMPG_7_UNIT 1,,407
1002778,860525,,,60
1002933,198661,,,
1002934,117758,,,
1002935,369991,,,
1002936,323935,,,
1002937,143604,,,
1002938,104740,,,
1002939,503088,,,
1002940,475530,,,
1002941,293358,,,
1002942,143774,,,
1002943,964935,,,
1002944,126813,,,
1002945,450127,,,
1002946,790296,,,
1002947,680975,,,
1002948,736178,,,
1002949,125305,,,
1002950,230833,,,
1002951,525182,,,
1005028,115636,,,
1002953,159737,,,
1002954,200328,,,
1002955,106051,,,
1002956,996646,,,
1002957,727017,,,
1002958,202393,,,
1002959,678322,,,
1002960,285257,,,
1002961,176657,,,
1002962,412019,,,
1002963,845753,,,
1002964,494627,,,
1002965,378310,,,
1002966,102986,,,
1002967,133003,,,
1002969,611675,,,
1002970,504156,,,
1002971,409905,,,
1002972,748879,,,
1002973,796854,,,
1002975,567448,,,
1002976,170435,,,
1002977,500268,,,
1002978,345187,,,
1002979,848625,,,
1002980,493494,,,
1002981,404933,,,
1002982,414772,,,
1002983,189690,,,
1002984,220288,,,
1002985,204764,,,
1002986,930977,,,
1002987,192661,,,
1002988,502321,,,
1002989,138198,,,
1002990,293057,,,
1002991,228743,,,
1002992,713239,,,
1002993,955118,,,
1002994,683118,,,
1002995,707260,,,
1002996,551552,,,
1002997,655768,,,
1002998,164021,,,
1002999,998560,,,
1003000,946861,,,
1003001,143784,,,
1003002,480426,,,
1003003,363348,,,
1003004,427079,,,
1003005,447071,,,
1003006,964188,,,
1003007,737046,,,
1003008,909613,,,
1003009,222849,,,
1003010,164198,,,
1003011,824880,,,
1003012,161167,,,
1003013,195068,,,
1003014,257250,,,
1003015,355709,,,
1003016,154570,,,
1003017,243527,,,
1003018,911553,,,
1003019,660350,,,
1003025,498466,,,
1003026,139452,,,
1003027,297928,,,
1003028,136663,,,
1003029,811898,,,
1003030,142887,,,
1003031,125736,,,
1003032,464823,,,
1003033,202857,,,
1003034,881354,,,
1003035,569242,,,
1003036,679786,,,
1003037,977446,,,
1003038,168787,,,
1003039,185010,,,
1003040,864113,,,
1003041,149984,,,
1003042,899085,,,
1003043,985859,,,
1003044,378302,,,
1003045,190569,,,
1003046,918247,,,
1003047,176153,,,
1003048,335643,,,
1003049,120844,,,
1003050,871373,,,
1003051,117508,,,
1003052,746991,,,
1003053,201194,,,
1003054,166857,,,
1003055,491018,,,
1003056,258372,,,
1003057,126562,,,
1003058,330845,,,
1003059,741424,,,
1003060,195394,,,
1003061,979411,,,
1003062,200675,,,
1003063,756027,,,
1003064,624082,,,
1003065,708042,,,
1003066,710377,,,
1003067,853997,,,
1003068,312641,,,
1003069,151580,,,
1003070,661156,,,
1003071,100754,,,
1003072,177804,,,
1003073,267799,,,
1003075,233875,,,
1003076,381830,,,
1003077,371350,,,
1003078,363374,,,
1003079,530989,,,
1003080,170852,,,
1003081,532791,,,
1003082,130295,,,
1003083,104477,,,
1003084,154998,,,
1003085,895471,,,
1003086,130559,,,
1003087,128922,,,
1003088,441900,,,
1003089,675897,,,
1003090,887651,,,
1003091,112078,,,
1003092,935539,,,
1003093,938397,,,
1003094,207022,,,
1003095,172569,,,
1003096,202729,,,
1003097,308258,,,
1003098,414159,,,
1003099,381661,,,
1003100,132102,,,
1003101,848686,,,
1003102,837217,,,
1003103,445375,,,
1003104,744614,,,
1003105,340485,,,
1003106,737289,,,
1003107,201001,,,
1003108,193567,,,
1003109,162519,,,
1003110,415785,,,
1003111,137971,,,
1003112,487736,,,
1003113,379793,,,
1003114,134164,,,
1003115,183849,,,
1003116,795420,,,
1003117,485768,,,
1003118,148373,,,
1003119,122054,,,
1003120,203138,,,
1003121,142174,,,
1003122,677970,,,
1003123,205418,,,
1003124,507210,,,
1003125,687606,,,
1003126,600012,,,
1003127,160938,,,
1003128,417447,,,
1003129,650378,,,
1003130,816367,,,
1003131,575740,,,
1003132,899453,,,
1003133,143477,,,
1003134,173553,,,
1003135,575140,,,
1003136,170586,,,
1003137,159405,,,
1003138,141114,,,
1003139,901067,,,
1003140,107718,,,
1003141,819569,,,
1003142,395292,,,
1003143,339227,,,
1003144,910763,,,
1003145,949522,,,
1003146,846936,,,
1003147,800488,,,
1003148,413853,,,
1003149,207459,,,
1003150,889906,,,
1003152,193916,,,
1003153,192066,,,
1003154,958329,,,
1003155,859038,,,
1003156,413933,,,
1003157,508051,,,
1003158,168234,,,
1003159,755338,,,
1003160,236070,,,
1003161,775022,,,
1003162,926753,,,
1003163,258139,,,
1003164,766754,,,
1005029,141926,,,
1003074,242617,,,480
1003151,185686,,,178.87
1003167,472773,,,
1003168,574502,,,
1005030,116856,,,
1003170,299282,,,
1003171,784003,,,
1003172,930369,,,
1003173,796000,,,
1003174,167192,,,
1003175,195456,,,
1003176,392247,,,
1003177,972791,,,
1003178,158189,,,
1003179,860506,,,
1003180,350233,,,
1003181,214666,,,
1003182,779859,,,
1003183,124129,,,
1003184,131759,,,
1003185,194124,,,
1003186,154439,,,
1003187,248260,,,
1003188,921967,,,
1003189,294019,,,
1003190,193847,,,
1003191,122376,,,
1003192,138166,,,
1003193,110840,,,
1003194,158140,,,
1003195,606382,,,
1003196,634341,,,
1003197,709367,,,
1003198,486023,,,
1003199,114773,,,
1003200,561427,,,
1003201,397800,,,
1003203,285871,,,
1003204,515045,,,
1003205,347632,,,
1003206,185713,,,
1003207,103439,,,
1003208,188007,,,
1003209,221124,,,
1003210,838926,,,
1003211,202643,,,
1003212,486634,,,
1003213,278960,,,
1003214,735122,,,
1003215,814755,,,
1003216,268090,,,
1003217,592530,,,
1003218,179088,,,
1003219,528633,,,
1003220,272786,,,
1003221,857577,,,
1003222,533989,,,
1003223,527926,,,
1003224,635474,,,
1003225,650097,,,
1003226,472802,,,
1003227,202175,,,
1003228,835285,,,
1003229,157284,,,
1003230,412487,,,
1003231,207453,,,
1003232,884447,,,
1003233,515992,,,
1003234,858656,,,
1003235,177509,,,
1003236,613627,,,
1003237,553586,,,
1003238,190770,,,
1003239,872205,,,
1003240,704081,,,
1003241,109314,,,
1003242,102395,,,
1003243,138140,,,
1003244,283801,,,
1003245,603890,,,
1003246,522479,,,
1003247,155491,,,
1003248,372657,,,
1003249,376833,,,
1003250,190556,,,
1003251,199572,,,
1003252,692581,,,
1003253,997503,,,
1003254,855527,,,
1003255,113940,,,
1003256,105941,,,
1003257,945689,,,
1003258,425409,,,
1003260,116196,,,
1003261,543482,,,
1003262,532467,,,
1003263,214565,,,
1003264,142919,,,
1003265,187155,,,
1003266,164427,,,
1003267,203117,,,
1003268,123975,,,
1003269,140033,,,
1003270,573019,,,
1003271,669648,,,
1003272,297871,,,
1003273,103896,,,
1003274,325942,,,
1003275,197164,,,
1003276,209653,,,
1003277,152490,,,
1003278,871339,,,
1003279,198837,,,
1003280,846138,,,
1003281,256415,,,
1003282,674537,,,
1003283,137723,,,
1003284,964213,,,
1003285,208054,,,
1003286,119115,,,
1003287,863102,,,
1003289,194536,,,
1003290,466078,,,
1003291,640903,,,
1003292,711391,,,
1003293,938444,,,
1003294,375622,,,
1003295,116299,,,
1003297,118752,,,
1003298,119421,,,
1003299,584507,,,
1003300,106818,,,
1003301,236582,,,
1003302,159176,,,
1003303,210943,,,
1003304,103961,,,
1003305,609791,,,
1003306,185097,,,
1003307,236545,,,
1003309,254205,,,
1003310,972583,,,
1003311,499359,,,
1003312,887115,,,
1003313,960894,,,
1003315,597750,,,
1003316,918851,,,
1003317,638097,,,
1003318,251781,,,
1003319,934562,,,
1003320,957642,,,
1003321,245278,,,
1003322,156236,,,
1003327,286976,,,
1003328,124083,,,
1003329,162640,,,
1003330,116664,,,
1003331,331956,,,
1003332,161934,,,
1003334,204299,,,
1003335,586088,,,
1003336,854477,,,
1003337,897509,,,
1003338,370209,,,
1003339,561664,,,
1003342,966687,,,
1003343,852984,,,
1003344,207958,,,
1003345,163913,,,
1003346,441266,,,
1003347,266841,,,
1003348,958249,,,
1003349,173967,,,
1003350,423784,,,
1003351,395540,,,
1003356,637565,,,
1003357,670763,,,
1003358,126377,,,
1003359,106669,,,
1003360,125035,,,
1003361,987390,,,
1003362,204887,,,
1003363,100598,,,
1003364,120405,,,
1003365,347897,,,
1003366,792510,,,
1003367,325123,,,
1003368,604284,,,
1003369,199522,,,
1003370,952048,,,
1003371,213077,,,
1003372,649605,,,
1003373,124634,,,
1003374,344046,,,
1003375,357602,,,
1003376,776301,,,
1003377,173380,,,
1003378,579073,,,
1003379,164262,,,
1003380,338673,,,
1003381,203490,,,
1003382,175213,,,
1003383,103694,,,
1003384,169045,,,
1003385,616996,,,
1003386,193790,,,
1003387,153595,,,
1003388,831190,,,
1003389,141315,,,
1003390,984925,,,
1003391,359774,,,
1003355,870779,,SOLAR,
1003326,688669,,SOLAR,
1003340,312388,,SOLAR,
1003288,553166,,SOLAR,
1003296,686934,,SOLAR,
1003324,797084,,SOLAR,
1003353,142562,,SOLAR,
1003325,141739,,SOLAR,
1003323,102718,,SOLAR,
1003166,883062,,,174.29
1003259,109052,,,91
1003202,279536,,,49.75
1003392,810823,,,
1003393,846903,,,
1003394,950646,,,
1003395,544576,,,
1003396,993067,,,
1003397,555663,,,
1003398,199746,,,
1003399,903349,,,
1003400,177354,,,
1003401,297629,,,
1003402,852436,,,
1003403,299017,,,
1003404,752745,,,
1003405,153165,,,
1003406,155458,,,
1003407,194305,,,
1003408,346827,,,
1003409,109279,,,
1003410,147483,,,
1003411,638106,,,
1003412,577703,,,
1003413,128855,,,
1003414,129401,,,
1003415,589500,,,
1003416,524756,,,
1003417,119133,,,
1003418,341396,,,
1003419,212879,,,
1003420,182330,,,
1003421,192932,,,
1003422,200510,,,
1003423,108300,,,
1003424,429411,,,
1003425,813273,,,
1003426,164797,,,
1003427,157873,,,
1003428,394247,,,
1003429,653960,,,
1003430,107290,,,
1003431,630002,,,
1003432,404249,,,
1003433,831558,,,
1003434,784557,,,
1003435,601262,,,
1003436,908917,,,
1003437,206549,,,
1003438,100903,,,
1003439,205536,,,
1003440,496850,,,
1003441,989729,,,
1003443,712251,,,
1003444,590038,,,
1003445,568152,,,
1003446,252809,,,
1003447,103214,,,
1003448,447809,,,
1003449,120477,,,
1003450,968395,,,
1003451,197512,,,
1003452,917920,,,
1005031,101436,,,
1003463,476749,,,
1003464,192820,,,
1003465,517302,,,
1003466,832762,,,
1003467,683609,,,
1003468,178797,,,
1003469,148031,,,
1001003,912055,LMBEPK_2_UNITA1,,
1001159,785219,DSRTHV_2_DH2BT1,,
1000514,125951,KINGCO_1_KINGBR,,
1003470,103762,,,
1003471,303319,,,
1003472,630252,,,
1003473,808377,,,
1003474,108580,,,
1003475,343235,,,
1003476,339647,,,
1003477,193888,,,
1003478,126258,,,
1003479,767972,,,
1003480,139877,,,
1003481,154790,,,
1003482,100031,,,
1003483,515715,,,
1003484,336771,,,
1003485,647254,,,
1003486,119557,,,
1003487,512789,,,
1003488,900765,,,
1003489,242082,,,
1003490,531052,,,
1003491,266074,,,
1003492,857095,,,
1003493,671998,,,
1003494,398824,,,
1003495,588292,,,
1003496,353180,,,
1003497,252465,,,
1003498,351849,,,
1003499,758764,,,
1003500,131173,,,
1003501,842356,,,
1003502,588655,,,
1003503,148568,,,
1003504,511273,,,
1003505,408582,,,
1003506,349008,,,
1003507,386348,,,
1003508,336982,,,
1003509,805828,,,
1003510,398351,,,
1003511,866027,,,
1003512,634694,,,
1003513,671648,,,
1003514,176562,,,
1003515,180929,,,
1003516,507946,,,
1003517,456152,,,
1003518,118351,,,
1003519,219716,,,
1003520,431231,,,
1003521,903531,,,
1003522,621512,,,
1003523,912473,,,
1003524,168782,,,
1003525,299057,,,
1003526,707436,,,
1003527,949914,,,
1003528,542956,,,
1003529,526937,,,
1003530,155111,,,
1003531,131307,,,
1003532,833269,,,
1003533,152344,,,
1003534,515911,,,
1003535,146351,,,
1003536,443212,,,
1003537,446721,,,
1003538,124494,,,
1003539,936392,,,
1003540,896919,,,
1003541,192588,,,
1003542,969690,,,
1003543,363366,,,
1003544,715228,,,
1003545,333702,,,
1003546,107570,,,
1003547,449708,,,
1003548,567177,,,
1003549,173780,,,
1003550,187760,,,
1003551,393223,,,
1003552,565659,,,
1003553,763722,,,
1003554,110735,,,
1003555,207682,,,
1003556,197019,,,
1003557,167326,,,
1003558,895389,,,
1003559,842474,,,
1003560,131520,,,
1003561,832971,,,
1003562,592749,,,
1003563,115753,,,
1003564,808476,,,
1003565,544263,,,
1003566,124933,,,
1003567,130499,,,
1003568,721857,,,
1003569,632099,,,
1003570,150178,,,
1003571,408440,,,
1003572,147420,,,
1003573,514281,,,
1003574,133187,,,
1003575,148900,,,
1003576,151553,,,
1003577,102180,,,
1003578,920275,,,
1003579,366933,,,
1003580,116137,,,
1003581,434184,,,
1003582,148079,,,
1003583,438592,,,
1000864,432370,FIFTHS_2_FSSBT,,137
1000930,107633,HAASPH_7_PL1X2,,144
1002748,653256,ORMOND_7_UNIT 2,,50.01
1003454,229760,,SOLAR,
1003456,112745,,SOLAR,
1003459,608893,,SOLAR,
1003462,206358,,SOLAR,
1003458,200373,,SOLAR,
1003461,767621,,SOLAR,
1003453,120846,,SOLAR,
1003455,824535,,SOLAR,
1001019,723251,HIDSRT_2_UNITS,,850
1001252,203842,BIGCRK_2_EXESWD,,820
1000276,123833,PNCHEG_2_PL1X4,,417
1000801,579322,LAROA2_2_UNITA1,,322
1000561,362509,HOOVER_2_SCEPT,,287
1001638,394840,SOLBLU_2_WSBBX2,,225
1001436,417420,ELKHRN_1_EESX3,,182.5
1000507,805736,MSOLAR_2_SOLAR3,SOLAR,152
1001969,134625,WSTWND_2_SBSBT3,,59
1001018,497303,BUCKCK_7_PL1X2,,57.25
1000156,997249,SLATE_2_SLASR1,SOLAR,50.5
1003584,231084,,,
1003585,615558,,,
1003586,134537,,,
1003587,630908,,,
1003588,346206,,,
1003589,926557,,,
1003590,982035,,,
1003591,935773,,,
1003592,216552,,,
1003593,182101,,,
1003594,261801,,,
1003595,445472,,,
1003596,365836,,,
1003597,205962,,,
1003598,466243,,,
1003599,247801,,,
1003600,589806,,,
1003601,117282,,,
1003602,131040,,,
1003603,359829,,,
1003604,170242,,,
1003605,890018,,,
1003606,977170,,,
1003607,736836,,,
1005032,898571,,,
1000213,135958,OLIVEP_1_SOLAR2,SOLAR,
1003614,744612,,,
1003615,942988,,,
1003616,569370,,,
1003617,734657,,,
1003618,574593,,,
1003619,744931,,,
1003620,119015,,,
1003621,443096,,,
1003622,940973,,,
1003623,228616,,,
1003624,208657,,,
1003625,376655,,,
1003626,142146,,,
1003627,132868,,,
1003628,150928,,,
1003629,296771,,,
1003630,112577,,,
1003631,186842,,,
1003632,213687,,,
1003633,330011,,,
1003634,796912,,,
1003635,112986,,,
1003636,209488,,,
1003637,905980,,,
1003638,682397,,,
1003639,187611,,,
1003640,262326,,,
1003641,548448,,,
1003642,878747,,,
1003643,891875,,,
1003644,862416,,,
1003645,829919,,,
1003646,579798,,,
1003647,709670,,,
1003648,193486,,,
1003649,534741,,,
1003650,713384,,,
1003651,159326,,,
1003652,436049,,,
1003653,182522,,,
1003654,581702,,,
1003655,860091,,,
1003656,752913,,,
1003657,632265,,,
1003658,534103,,,
1003659,944554,,,
1003660,108770,,,
1003661,504241,,,
1003662,949157,,,
1003663,277515,,,
1003664,172491,,,
1003665,207913,,,
1003666,944517,,,
1003667,135031,,,
1003668,190140,,,
1003669,155078,,,
1003670,175361,,,
1003671,668749,,,
1003672,857430,,,
1003673,142017,,,
1003674,995468,,,
1003675,206951,,,
1003676,545542,,,
1003677,187914,,,
1003678,335860,,,
1003679,183495,,,
1003680,143766,,,
1003681,304565,,,
1003682,156215,,,
1003683,465721,,,
1003684,385995,,,
1003685,877677,,,
1003686,897014,,,
1003687,187109,,,
1003688,150899,,,
1003689,487536,,,
1000211,204333,,SOLAR,60.76
1000515,154867,,SOLAR,
1001141,685873,,SOLAR,
1000971,654478,,SOLAR,
1001755,860118,,SOLAR,56
1000519,133547,,SOLAR,55.15
1000987,550730,,SOLAR,
1000396,664625,,SOLAR,
1001184,411052,,SOLAR,
1000071,180457,,SOLAR,
1001479,783204,,SOLAR,
1000488,916581,,SOLAR,
1000743,195000,,SOLAR,
1000975,272251,,SOLAR,
1001147,547694,,SOLAR,
1000577,578461,,SOLAR,
1000257,179366,,SOLAR,
1000909,151814,,SOLAR,
1002064,489217,,SOLAR,
1001143,620521,,SOLAR,
1000400,798849,,SOLAR,
1001090,720443,,SOLAR,
1001329,165858,,SOLAR,
1001991,950405,,SOLAR,
1000795,482688,,SOLAR,
1000428,563237,,SOLAR,
1000198,100919,,SOLAR,
1000037,975528,,SOLAR,
1000652,186631,,SOLAR,
1001388,198508,,SOLAR,
1001026,725823,,SOLAR,
1000248,201525,,SOLAR,
1000419,202531,,SOLAR,
1001990,135319,,SOLAR,
1000608,799732,,SOLAR,
1003333,165641,,SOLAR,
1000755,151598,,SOLAR,
1001196,153153,,SOLAR,
1001409,284463,,SOLAR,
1000756,940797,,SOLAR,
1000187,323555,,SOLAR,
1000435,159086,,SOLAR,
1002060,896531,,SOLAR,
1000744,220818,,SOLAR,
1001776,163163,,SOLAR,
1000051,209051,,SOLAR,
1001264,341369,,SOLAR,
1001091,916941,,SOLAR,
1002084,361746,,SOLAR,
1003608,796012,,SOLAR,
1002025,163593,,SOLAR,
1000619,195682,,SOLAR,
1000063,744873,,SOLAR,
1000329,312885,,SOLAR,
1003341,490054,,SOLAR,
1001591,243439,,SOLAR,
1001363,104220,,SOLAR,
1000120,832680,,SOLAR,
1003611,148916,,SOLAR,
1003609,202482,,SOLAR,
1003610,180578,,SOLAR,
1003613,134108,,SOLAR,
1000610,304325,GATWAY_2_PL1X3,,585
1000859,129733,,SOLAR,534.83
1001126,193488,AGUCAL_5_SOLAR1,SOLAR,290
1000333,705107,,SOLAR,241.5
1000660,135142,,SOLAR,200
1000225,167719,,SOLAR,175
1000646,405491,,SOLAR,133
1001862,650182,,SOLAR,125
1001223,277359,,SOLAR,125
1001110,676452,,SOLAR,125
1000201,164178,,SOLAR,124.31
1000308,123202,,SOLAR,123
1000220,181382,,SOLAR,100
1001079,581281,,SOLAR,100
1000705,754907,,SOLAR,100
1001649,238053,VICPAS_2_SOCSR2,SOLAR,93.5
1000885,529747,,SOLAR,75
1000858,941221,,SOLAR,92
1000688,131041,,SOLAR,84
1001441,248020,,SOLAR,75
1000300,120783,,SOLAR,50
1000224,115494,,SOLAR,56
1000766,744292,,SOLAR,50
1001885,291137,,SOLAR,49.5
1000865,444308,,SOLAR,49
1000798,117435,,SOLAR,
1000264,237343,,SOLAR,
1000002,325514,,SOLAR,
1003612,194625,,SOLAR,
1000928,890796,,SOLAR,
1001475,148240,,SOLAR,
1000334,840018,,SOLAR,
1000137,309393,,SOLAR,
1003457,726718,,SOLAR,
1001631,140687,,SOLAR,
1003354,488917,,SOLAR,
1000079,641329,,SOLAR,
1001872,965627,,SOLAR,
1001514,157915,,SOLAR,
1000398,889266,,SOLAR,
1000817,175717,,SOLAR,
1003460,113692,,SOLAR,
1001039,307455,,SOLAR,
1000571,203581,,SOLAR,
1000355,159458,,SOLAR,
1001240,495358,,SOLAR,
1001452,508671,,SOLAR,
1001066,675289,,SOLAR,
1000367,319526,,SOLAR,
1000642,143485,,SOLAR,
1000286,171478,,SOLAR,
1000721,306602,,SOLAR,
1000027,372718,,SOLAR,
1002057,424585,,SOLAR,
1001945,671945,,SOLAR,
1001094,202158,,SOLAR,
1003352,780073,,SOLAR,
1000319,174591,,SOLAR,
1000049,553702,,SOLAR,
1001204,103330,,SOLAR,
1001565,186718,,SOLAR,
1001269,312796,,SOLAR,
1000085,105670,,SOLAR,
1000627,497767,,SOLAR,
1000440,126417,DIABLO_7_UNIT 2,,1145.1
1000084,952796,DELTA_2_PL1X4,,880
1001006,166600,LEBECS_2_UNITS,,799.47
1000243,509317,,,625
1000981,445404,LMEC_1_PL1X3,,580
1000111,129058,CARLS1_2_CARCT1,SOLAR,422
1001172,950325,MARVEL_2_MARBX2,,325
1000816,532921,SLSTR1_2_SOLAR1,SOLAR,310
1001361,242438,,SOLAR,275
1001082,106167,,,250
1000580,289323,,SOLAR,250
1000285,360573,,SOLAR,250
1001287,407814,,,235
1000374,968309,INTMNT_3_ANAHEIM,,234
1001583,135915,,SOLAR,204.6
1000903,196456,,SOLAR,203.25
1000450,173802,,,200
1001899,193259,,SOLAR,199.29
1001249,784426,,SOLAR,190
1001168,358008,MANZNA_2_WIND,SOLAR,189
1000141,477057,,SOLAR,187.13
1000518,137023,BEJNLS_5_BV2SCEDYN,,167
1000218,590225,,SOLAR,155
1000050,181678,,SOLAR,150
1000902,670988,,,141.48
1000053,914978,,,139.97
1000359,995493,,,138.5
1000012,170663,,,137.06
1001068,589872,,,135.81
1001278,170587,,SOLAR,133
1000717,905347,,SOLAR,132
1000055,143349,,SOLAR,131
1001281,195275,,,127.6
1001215,166745,,,125
1001404,754274,,,125
1000994,729575,,,125
1000328,641340,,SOLAR,123
1000747,200121,,,115
1000178,998964,,,115
1000122,469253,,SOLAR,115
1000104,778390,,,112
1001817,466677,,,110
1001101,199573,,,109
1001427,879947,HELMPG_7_UNIT 3,,404
1000368,152145,,SOLAR,105
1000650,129696,LECEF_1_UNITS,,304
1000020,117370,,SOLAR,100
1002952,561157,,,100
1001796,800826,,SOLAR,100
1001353,113665,,SOLAR,100
1001096,709693,,SOLAR,100
1000911,837024,,SOLAR,100
1001918,230642,,SOLAR,100
1001060,188521,,,96.91
1000838,125988,,,96.65
1000121,820471,,,96.65
1000594,699344,,,96.6
1001235,952550,OGROVE_6_PL1X2,,96
1000382,140162,EXCHEC_7_UNIT 1,,94.5
1000796,798542,,,93
1000521,827670,GARLND_2_GARBT1,,88
1000016,226151,,SOLAR,85
1000152,954013,,SOLAR,84.88
1000416,849325,,,84.64
1000251,199925,,SOLAR,80
1000194,643444,,SOLAR,80
1001559,664489,,,80
1001067,159511,,,76
1000948,176680,GEYS17_7_UNIT17,,75.5
1000239,321061,,,74.66
1000091,129089,,,74
1000343,141180,,,74
1000340,113402,,,72
1000271,603374,,,72
1001699,155211,VICPAS_2_SOCBT2,,71
1000153,155960,,,70
1000938,116825,,SOLAR,70
1001471,798391,,,70
1000170,159421,LAPLMA_2_UNIT 1,,266
1001120,428176,,,69
1000025,751688,,SOLAR,66
1000437,418080,,SOLAR,65
1001742,303003,,SOLAR,65
1001136,327142,,,64
1001092,108072,,,63.95
1000639,104756,,,63
1001265,690855,,,63
1001451,858777,,,63
1000357,127688,,,63
1001228,352614,,,61.16
1001070,163998,,,60
1001088,157358,,SOLAR,60
1001216,655017,,SOLAR,60
1000146,131816,,,58
1000131,615344,,SOLAR,57.02
1000843,125897,,,57
1000804,436850,,,55
1001027,178559,,SOLAR,54
1005033,300575,,,
1005034,286291,,,
1005035,343633,,,
1005036,127073,,,
1005037,590048,,,
1005038,866802,,,
1005039,769162,,,
1005040,174122,,,
1005041,451660,,,
1005042,624920,,,
1005043,694990,,,
1002509,187658,MOSSLD_2_PSP2G3,,198
1001572,341230,MOSSLD_2_PSP1G3,,197.88
1000654,834751,CATLNA_2_SOLAR,SOLAR,110
1000449,883285,BLACK_7_UNIT 2,,84.1
1000361,261727,PIT3_7_PL1X3,,70.6
1000032,179949,CRESTA_7_PL1X2,,70
1001272,475574,,,55
1001054,364184,,,54
1000713,317978,,,54
1000665,736984,,SOLAR,54
1001254,624752,,SOLAR,54
1001513,152074,,,53
1000295,261590,,,52.4
1002073,276632,,SOLAR,52.25
1001071,577464,BORDER_6_UNITA1,,51.25
1000409,729047,,,50
1000107,890505,,,50
1000733,893185,,SOLAR,50
1001614,436148,,,50
1000023,179047,,,50
1001030,201838,,SOLAR,50
1001493,236654,,,50
1000244,915712,,SOLAR,50
1001093,155479,,,49.8
1000675,200325,,,49.5
1000957,917526,,,49.42
1000934,721764,,,49.2
1000485,165788,,SOLAR,49
1001099,698265,,,49
1000139,188600,,,49
1001127,114138,,,49
1001042,145264,,,49
1000240,286732,,,49
1001224,111869,,,49
1003690,193826,,,
1003691,218027,,,
1003692,168530,,,
1003693,561506,,,
1003694,136591,,,
1003695,798092,,,
1003696,110358,,,
1003697,219563,,,
1003698,918683,,,
1003699,144526,,,
1003700,198834,,,
1003701,197031,,,
1003702,691171,,,
1003703,308791,,,
1003704,495079,,,
1003705,555817,,,
1003706,605700,,,
1003707,316677,,,
1003708,150929,,,
1003709,320755,,,
1003710,121237,,,
1003711,275281,,,
1003712,819498,,,
1003713,188338,,,
1003714,914143,,,
1003715,109850,,,
1003716,222480,,,
1003717,366495,,,
1003718,113407,,,
1003719,764077,,,
1003720,208916,,,
1003721,435543,,,
1003722,160904,,,
1003723,203060,,,
1003724,287892,,,
1003725,826464,,,
1003726,193171,,,
1003727,928526,,,
1003728,733100,,,
1003729,759286,,,
1003730,523165,,,
1003731,352008,,,
1003732,161899,,,
1003733,610439,,,
1003734,980385,,,
1003735,711583,,,
1003736,548753,,,
1003737,134909,,,
1003738,785984,,,
1003739,714996,,,
1003740,424151,,,
1003741,187288,,,
1003742,147965,,,
1003743,213476,,,
1003744,569940,,,
1003745,146215,,,
1003746,788818,,,
1003747,556864,,,
1003748,427427,,,
1003749,246083,,,
1003750,931030,,,
1003751,170849,,,
1003752,723394,,,
1003753,803083,,,
1003754,990286,,,
1003755,717058,,,
1003756,673968,,,
1003757,359830,,,
1003758,627030,,,
1003759,595999,,,
1003760,101153,,,
1003761,364961,,,
1003762,349041,,,
1003763,125649,,,
1003764,640672,,,
1003765,973729,,,
1003766,624384,,,
